ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date
54,CVE-2024-0047,2024,03,3/1/24,,A-311687929,"https://android.googlesource.com/platform/frameworks/base/+/3cd8a2c783fc736627b38f639fe4e239abcf6af1"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/bd5cc7f03256b328438b9bc3791c6b811a2f1f17"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/f516739398746fef7e0cf1437d9a40e2ad3c10bb"" rel=""noreferrer",DoS,High,14,,,"In writeUserLP of UserManagerService.java, device policies are serialized with an incorrect tag due to a logic error in the code. This could lead to local denial of service when policies are deserialized on reboot with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.620,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
59,CVE-2024-0052,2024,03,3/1/24,,A-303871379,"https://android.googlesource.com/platform/packages/modules/HealthFitness/+/178f4824574fdf33ed4ac584d092240d1c771b04"" rel=""noreferrer",ID,High,14,,,"In multiple functions of healthconnect, there is a possible leakage of exercise route data due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.897,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
64,CVE-2024-20005,2024,03,3/5/24,,"A-318303317,M-ALPS08355599",,,High,,da,,"In da, there is a possible permission bypass due to a missing permission check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08355599; Issue ID: ALPS08355599.",,2024-03-04T03:15:06.917,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
65,CVE-2024-20022,2024,03,3/5/24,,"A-318302377,M-ALPS08528255",,,High,,lk,,"In lk, there is a possible escalation of privilege due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08528255; Issue ID: ALPS08528255.",,2024-03-04T03:15:07.150,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
66,CVE-2024-20023,2024,03,3/5/24,,"A-318302378,M-ALPS08541638",,,High,,flashc,,"In flashc, there is a possible out of bounds write due to lack of valudation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541638; Issue ID: ALPS08541638.",,2024-03-04T03:15:07.193,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
67,CVE-2024-20024,2024,03,3/5/24,,"A-318316114,M-ALPS08541635",,,High,,flashc,,"In flashc, there is a possible out of bounds write due to lack of valudation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541635; Issue ID: ALPS08541635.",,2024-03-04T03:15:07.237,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
68,CVE-2024-20025,2024,03,3/5/24,,"A-318316115,M-ALPS08541686",,,High,,da,,"In da, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541686; Issue ID: ALPS08541686.",,2024-03-04T03:15:07.280,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
69,CVE-2024-20027,2024,03,3/5/24,,"A-318316117,M-ALPS08541632",,,High,,da,,"In da, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541632; Issue ID: ALPS08541633.",,2024-03-04T03:15:07.363,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
70,CVE-2024-20028,2024,03,3/5/24,,"A-318310276,M-ALPS08541632",,,High,,da,,"In da, there is a possible out of bounds write due to lack of valudation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541632; Issue ID: ALPS08541687.",,2024-03-04T03:15:07.403,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
71,CVE-2024-20020,2024,03,3/5/24,,"A-318302372,M-ALPS08522504",,,High,,OPTEE,,"In OPTEE, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08522504; Issue ID: ALPS08522504.",,2024-03-04T03:15:07.107,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
72,CVE-2024-20026,2024,03,3/5/24,,"A-318310274,M-ALPS08541632",,,High,,da,,"In da, there is a possible information disclosure due to improper input validation. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541632; Issue ID: ALPS08541632.",,2024-03-04T03:15:07.320,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
85,CVE-2024-0024,2024,05,5/1/24,,A-293602317,"https://android.googlesource.com/platform/frameworks/base/+/6a9250ec7fc9801a883cedd7860076f42fb518ac"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple methods of UserManagerService.java, there is a possible failure to persist or enforce user restrictions due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.367,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
86,CVE-2024-0025,2024,05,5/1/24,,A-279428283,"https://android.googlesource.com/platform/frameworks/base/+/d49662560e366dbf69bf7d59d00e73905d03e6d5"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In sendIntentSender of ActivityManagerService.java, there is a possible background activity launch due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.410,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
87,CVE-2024-23705,2024,05,5/1/24,,A-293602970,"https://android.googlesource.com/platform/frameworks/base/+/032bee6dc118ce1cc3fde92463b2954c1450f2e8"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple locations, there is a possible failure to persist or enforce user restrictions due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.680,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
88,CVE-2024-23708,2024,05,5/1/24,,A-293301736,"https://android.googlesource.com/platform/frameworks/base/+/0c095c365ede36257e829769194f9596a598e560"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple functions of NotificationManagerService.java, there is a possible way to not show a toast message when a clipboard message has been accessed. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.830,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
89,CVE-2024-23706,2024,05,5/1/24,,A-328068777,"https://android.googlesource.com/platform/packages/modules/HealthFitness/+/6e6896c3fd8139779ff8d51a99ee06667e849d87"" rel=""noreferrer",EoP,Critical,14,,,"In multiple locations, there is a possible bypass of health data permissions due to an improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.737,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
90,CVE-2024-0043,2024,05,5/1/24,,A-295549388,"https://android.googlesource.com/platform/packages/modules/Permission/+/8141e8f4dd77b9f8fb485e23ddf028c57fcd4fca"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple locations, there is a possible notification listener grant to an app running in the work profile due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.583,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
91,CVE-2024-23707,2024,05,5/1/24,,A-316891059,"https://android.googlesource.com/platform/packages/apps/Settings/+/f1d0079c91734168c150f839168544f407b17b06"" rel=""noreferrer",EoP,High,14,,,"In multiple locations, there is a possible permissions bypass due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.787,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
92,CVE-2024-23709,2024,05,5/1/24,,A-317780080,"https://android.googlesource.com/platform/external/sonivox/+/3f798575d2d39cd190797427d13471d6e7ceae4c"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In multiple locations, there is a possible out of bounds write due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.877,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
93,CVE-2024-23706,2024,05,5/1/24,,,,,,,Healthfitness,,"In multiple locations, there is a possible bypass of health data permissions due to an improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.737,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
94,CVE-2024-23709,2024,05,5/1/24,,,,,,,Media Framework components,,"In multiple locations, there is a possible out of bounds write due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.877,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
95,CVE-2024-0043,2024,05,5/1/24,,,,,,,Permission Controller,,"In multiple locations, there is a possible notification listener grant to an app running in the work profile due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.583,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
115,CVE-2024-0015,2024,01,1/1/24,,A-300090204,"https://android.googlesource.com/platform/frameworks/base/+/2ce1b7fd37273ea19fbbb6daeeaa6212357b9a70"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In convertToComponentName of DreamService.java, there is a possible way to launch arbitrary protected activities due to intent redirection. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T19:15:08.153,2024-02-16T19:26:55.393,,,,,,,,,,,,,2024-01-01
118,CVE-2024-0019,2024,01,1/1/24,,A-294104969,"https://android.googlesource.com/platform/frameworks/base/+/707fc94ec3df4cf6b985e6d06c2588690d1a025a"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In setListening of AppOpsControllerImpl.java, there is a possible way to hide the microphone privacy indicator when restarting systemUI due to a missing check for active recordings. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.610,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
120,CVE-2023-40085,2024,01,1/1/24,,A-269271098,"https://android.googlesource.com/platform/packages/modules/NeuralNetworks/+/ed6ee1f7eca7b33160e36ac6d730a9ef395ca4f1"" rel=""noreferrer",ID,High,"12, 12L, 13",,,"In convertSubgraphFromHAL of ShimConverter.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T19:15:08.093,2024-02-16T19:26:55.393,,,,,,,,,,,,,2024-01-01
122,CVE-2024-0017,2024,01,1/1/24,,A-285142084,"https://android.googlesource.com/platform/packages/apps/Camera2/+/5c4c4b35754eef319dcd69c422f0b1ac0c823f6e"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In shouldUseNoOpLocation of CameraActivity.java, there is a possible confused deputy due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.513,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
127,CVE-2023-21165,2024,01,1/5/24,,A-292001469,,,High,,PowerVR-GPU,,"In DevmemIntUnmapPMR of devicemem_server.c, there is a possible arbitrary code execution due to a use after free. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T19:15:08.007,2024-02-16T20:15:47.257,,,,,,,,,,,,,2024-01-01
173,CVE-2024-23710,2024,04,4/1/24,,A-311374917,"https://android.googlesource.com/platform/frameworks/base/+/c7c1193ca7554fc3182ca9ab0f711bd118bdeef2"" rel=""noreferrer",EoP,High,"13, 14",,,"In assertPackageWithSharedUserIdIsPrivileged of InstallPackageHelper.java, there is a possible execution of arbitrary app code as a privileged app due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.930,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
175,CVE-2024-0022,2024,04,4/1/24,,A-298635078,"https://android.googlesource.com/platform/frameworks/base/+/bdf1cce569c9700965ff6baee8efd3fb1e8269e8"" rel=""noreferrer",ID,High,"13, 14",,,"In multiple functions of CompanionDeviceManagerService.java, there is a possible launch NotificationAccessConfirmationActivity of another user profile due to improper input validation. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.330,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
176,CVE-2024-23712,2024,04,4/1/24,,A-304983146,"https://android.googlesource.com/platform/frameworks/base/+/6beb68ca17d1220f3f09a53cf0a0c541db4ead62"" rel=""noreferrer",DoS,High,"12, 12L, 13, 14",,,"In multiple functions of AppOpsService.java, there is a possible way to saturate the content of /data/system/appops_accesses.xml due to resource exhaustion. This could lead to local denial of service with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.977,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
177,CVE-2024-23704,2024,04,4/1/24,,A-299931761,"https://android.googlesource.com/platform/packages/apps/Settings/+/2e90322bab7de1deaf3c82e207bf4404b92743d7"" rel=""noreferrer",EoP,High,"13, 14",,,"In onCreate of WifiDialogActivity.java, there is a possible way to bypass the DISALLOW_ADD_WIFI_CONFIG restriction due to a missing permission check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.630,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
181,CVE-2024-20039,2024,04,4/5/24,,"A-323462011,M-MOLY01240012",,,High,,Modem Protocol,,"In modem protocol, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: MOLY01240012; Issue ID: MSV-1215.",,2024-04-01T03:15:07.780,2024-04-01T12:49:09.583,,,,,,,,,,,,,2024-04-01
182,CVE-2024-20040,2024,04,4/5/24,,"A-323465955,M-ALPS08360153",,,High,,wlan firmware,,"In wlan firmware, there is a possible out of bounds write due to improper input validation. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08360153 (for MT6XXX chipsets) / WCNCR00363530 (for MT79XX chipsets); Issue ID: MSV-979.",,2024-04-01T03:15:07.847,2024-04-01T12:49:09.583,,,,,,,,,,,,,2024-04-01
184,CVE-2024-0042,2024,04,4/5/24,,A-312543200,,,High,,Widevine DRM,,"In TBD of TBD, there is a possible confusion of OEM and DRM certificates due to improperly used crypto. This could lead to local bypass of DRM content protection with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.540,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-04-01
576,CVE-2017-13227,2018,06,6/1/18,,A-69981710,https://android.googlesource.com/platform/frameworks/base/+/173d37569997fdf7eaf7b05912c760352e724893,ID,High,"8.0, 8.1",,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
599,CVE-2018-9364,2018,06,6/5/18,,A-69163111,,EoP,Critical,,Bootloader,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
600,CVE-2018-9409,2018,06,6/5/18,,"A-63144992,QC-CR#2114346",,EoP,High,8.1,,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
601,CVE-2018-9373,2018,06,6/5/18,,"A-71867247,M-ALPS03740330",,EoP,Critical,,Mediatek WLAN TDLS,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
602,CVE-2018-9366,2018,06,6/5/18,,"A-72314499,M-ALPS03762526",,EoP,High,,IMSA,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
603,CVE-2018-9367,2018,06,6/5/18,,"A-72314219,M-ALPS03762692",,EoP,High,,Cameratool CCAP,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
604,CVE-2018-9368,2018,06,6/5/18,,"A-70727446,M-ALPS03730693",,EoP,High,,mtksocaudio,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
605,CVE-2018-9369,2018,06,6/5/18,,"A-70514573,M-ALPS03666161",,EoP,High,,bootloader,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
606,CVE-2018-9370,2018,06,6/5/18,,"A-70515281,M-ALPS03693488",,EoP,High,,bootloader,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
607,CVE-2018-9371,2018,06,6/5/18,,"A-70515752,M-ALPS03683903",,EoP,High,,Bootloader,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
608,CVE-2018-9372,2018,06,6/5/18,,"A-70730215,M-ALPS03676237",,EoP,High,,bootloader,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-06-01
686,CVE-2018-11922,2018,12,12/5/18,,A-112279564,,,High,,Closed-source component,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-12-01
912,CVE-2018-9468,2018,09,9/5/18,,A-111084083,https://android.googlesource.com/platform/packages/providers/DownloadProvider/+/544294737dfc3b585465302f1f784a311659a37c,ID,High,"7.0, 7.1.1, 7.1.2, 8.0, 8.1, 9",,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-09-01
914,CVE-2018-11816,2018,09,9/5/18,,"A-63527106,QC-CR#2119840",,,High,,Video,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-09-01
921,CVE-2016-10394,2018,09,9/5/18,,A-68326803,,,Critical,,Closed-source component,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-09-01
933,CVE-2018-11952,2018,09,9/5/18,,A-74236425,,,High,,Closed-source component,,CVE ID Not Found,,,,,,,,,,,,,,,,2018-09-01
1059,CVE-2017-17772,2019,04,4/5/19,,"A-72957385,,QC-CR#2153003","https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=ac6f2c30aceb7383d215d756192a81024513beaa,https://source.codeaurora.org/quic/la/platform/vendor/qcom-opensource/wlan/qcacld-3.0/commit/?id=66b2f6a6f21a7c827f4e1dbd0369065a470dd168",,High,,WLAN HOST,,CVE ID Not Found,,,,,,,,,,,,,,,,2019-04-01
2156,CVE-2021-39617,2023,05,5/1/23,,A-175190844,"https://android.googlesource.com/platform/frameworks/native/+/edb375df82f6b48688d85c11dbca91adef088bc8"" rel=""noreferrer",EoP,High,"11, 12, 12L",,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-12-13T16:15:14.507,2023-11-07T03:37:41.957,,,,,,,,,,,,,2023-05-01
2166,CVE-2022-20444,2023,05,5/1/23,,A-197296414,"https://android.googlesource.com/platform/frameworks/native/+/062a867e94dbf811ccca02e7a6a0f0e36465694a"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/native/+/9cf4a4d4e57d059a4e4119f0a8f2a8be237f28c2"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/3b8aa02ba51f26161519f6465515f619e663bbbf"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/d100067fd62adb4648e966b3306b9a2f3b1fd38e"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/native/+/a066d908f6fe28e63ae49327b57fcd31d63fba2d"" rel=""noreferrer",EoP,High,"11, 12",,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-12-13T16:15:15.357,2023-11-07T03:42:26.580,,,,,,,,,,,,,2023-05-01
2170,CVE-2021-39617,2023,05,5/1/23,,,,,,,Permission Controller,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none.,,2022-12-13T16:15:14.507,2023-11-07T03:37:41.957,,,,,,,,,,,,,2023-05-01
2453,CVE-2023-21270,2023,08,8/1/23,,A-283006437,"https://android.googlesource.com/platform/frameworks/base/+/e7ccba6da2c3febeb449c172c1d8091f7a35193d"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/e7ccba6da2c3febeb449c172c1d8091f7a35193d"" rel=""noreferrer",EoP,High,"12, 12L, 13",,,CVE ID Not Found,,,,,,,,,,,,,,,,2023-08-01
2498,CVE-2023-40107,2023,11,11/1/23,,A-287298721,"https://android.googlesource.com/platform/frameworks/av/+/acb81624b4f50fed52cb1b3829809ee2f7377093"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In ARTPWriter of ARTPWriter.cpp, there is a possible use after free due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.197,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2504,CVE-2023-40124,2023,11,11/1/23,,A-272025416,"https://android.googlesource.com/platform/frameworks/base/+/86c8421c1181816b6cb333eb62a78e32290c4b17"" rel=""noreferrer",ID,High,"11, 12, 12L, 13",,,"In multiple locations, there is a possible cross-user read due to a confused deputy. This could lead to local information disclosure of photos or other images with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.743,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
3677,CVE-2021-39673,2022,10,10/1/22,,A-195410559,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/8f848255dea47710275f1eac7c4e635b1f5faa0b"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/90d2a6a82b35e32f70938112125a202a7f37964b"" rel=""noreferrer",ID,High,13,,,CVE ID Not Found,,,,,,,,,,,,,,,,2022-10-01
16,CVE-2023-5091,2024,02,2/5/24,,A-298150556,,,High,,Mali,,"Use After Free vulnerability in Arm Ltd Valhall GPU Kernel Driver allows a local non-privileged user to make improper GPU processing operations to gain access to already freed memory. This issue affects Valhall GPU Kernel Driver: from r37p0 through r40p0.

",,2024-01-08T10:15:11.233,2024-01-12T13:39:11.443,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use After Free,2024-02-01
16,CVE-2023-5091,2024,02,2/5/24,,A-298150556,,,High,,Mali,,"Use After Free vulnerability in Arm Ltd Valhall GPU Kernel Driver allows a local non-privileged user to make improper GPU processing operations to gain access to already freed memory. This issue affects Valhall GPU Kernel Driver: from r37p0 through r40p0.

",,2024-01-08T10:15:11.233,2024-01-12T13:39:11.443,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use After Free,2024-02-01
