ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date,earliest_version,latest_version
129,CVE-2023-32872,2024,1,1/5/24,,"A-309367791,M-ALPS08308607",,,High,,keyInstall,,"In keyInstall, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08308607; Issue ID: ALPS08308607.",,2024-01-02T03:15:07.790,2024-01-05T12:11:25.160,CWE-787,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2024-01-01,,
130,CVE-2023-48340,2024,1,1/5/24,,"A-311290655,U-2228010",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.287,2024-01-19T18:50:31.783,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
131,CVE-2023-48341,2024,1,1/5/24,,"A-311288752,U-2227052",,,High,,Android,,"In video decoder, there is a possible out of bounds read due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.333,2024-01-19T18:50:57.973,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Read,2024-01-01,,
132,CVE-2023-48342,2024,1,1/5/24,,"A-311288747,U-2227689",,,High,,Android,,"In media service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed",,2024-01-18T03:15:57.380,2024-01-19T18:51:19.113,CWE-787,cvssMetricV31,LOCAL,LOW,HIGH,NONE,NONE,NONE,HIGH,4.4,MEDIUM,Out-of-bounds Write,2024-01-01,,
133,CVE-2023-48343,2024,1,1/5/24,,"A-311290653,U-2227689",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.430,2024-01-19T18:51:31.917,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
134,CVE-2023-48344,2024,1,1/5/24,,"A-311282174,U-2266624",,,High,,Android,,"In video decoder, there is a possible out of bounds read due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.470,2024-01-19T18:51:38.750,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Read,2024-01-01,,
135,CVE-2023-48348,2024,1,1/5/24,,"A-311279656,U-2227052",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.650,2024-01-19T18:52:05.827,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
136,CVE-2023-48349,2024,1,1/5/24,,"A-311279652,U-2219058",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.693,2024-01-19T18:52:12.807,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
137,CVE-2023-48350,2024,1,1/5/24,,"A-311279655,U-2219062",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.737,2024-01-19T18:52:20.107,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
138,CVE-2023-48351,2024,1,1/5/24,,"A-311273934,U-2219064",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.850,2024-01-19T18:52:24.690,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
139,CVE-2023-48352,2024,1,1/5/24,,"A-311273933,U-2153501",,,High,,Android,,"In phasecheckserver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.917,2024-01-25T02:10:52.543,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
140,CVE-2023-33094,2024,1,1/5/24,,"A-295908146,,QC-CR#3490029","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/0ffa1d8a647f8abc7d9af3653ac68e45a52d327b"" rel=""noreferrer,https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/9b8d4a05a2785008eabc9638b045e8c1e77a4168"" rel=""noreferrer",,High,,Display,,Memory corruption while running VK synchronization with KASAN enabled.,,2024-01-02T06:15:11.007,2024-04-12T16:15:26.420,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
140,CVE-2023-33094,2024,1,1/5/24,,"A-295908146,,QC-CR#3490029","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/0ffa1d8a647f8abc7d9af3653ac68e45a52d327b"" rel=""noreferrer,https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/9b8d4a05a2785008eabc9638b045e8c1e77a4168"" rel=""noreferrer",,High,,Display,,Memory corruption while running VK synchronization with KASAN enabled.,,2024-01-02T06:15:11.007,2024-04-12T16:15:26.420,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
141,CVE-2023-33108,2024,1,1/5/24,,"A-294872878,,QC-CR#3594896","https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/68341b499048b6ca391fa87f8ed7b6f6e479a67f"" rel=""noreferrer",,High,,Display,,Memory corruption in Graphics Driver when destroying a context with KGSL_GPU_AUX_COMMAND_TIMELINE objects queued.,,2024-01-02T06:15:11.193,2024-04-12T16:15:28.537,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
141,CVE-2023-33108,2024,1,1/5/24,,"A-294872878,,QC-CR#3594896","https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/68341b499048b6ca391fa87f8ed7b6f6e479a67f"" rel=""noreferrer",,High,,Display,,Memory corruption in Graphics Driver when destroying a context with KGSL_GPU_AUX_COMMAND_TIMELINE objects queued.,,2024-01-02T06:15:11.193,2024-04-12T16:15:28.537,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
142,CVE-2023-33110,2024,1,1/5/24,,"A-303101147,,QC-CR#3459076","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/45ca564803f7e2324f071852aaaec6edc03b7978"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-4.4/-/commit/fd59b4b0abb1efb064f705fb47723a9262be9a0f"" rel=""noreferrer",,High,,Audio,,"The session index variable in PCM host voice audio driver initialized before PCM open, accessed during event callback from ADSP and reset during PCM close may lead to race condition between event callback - PCM close and reset session index causing memory corruption.",,2024-01-02T06:15:11.570,2024-04-12T16:15:29.317,CWE-362,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),2024-01-01,,
142,CVE-2023-33110,2024,1,1/5/24,,"A-303101147,,QC-CR#3459076","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/45ca564803f7e2324f071852aaaec6edc03b7978"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-4.4/-/commit/fd59b4b0abb1efb064f705fb47723a9262be9a0f"" rel=""noreferrer",,High,,Audio,,"The session index variable in PCM host voice audio driver initialized before PCM open, accessed during event callback from ADSP and reset during PCM close may lead to race condition between event callback - PCM close and reset session index causing memory corruption.",,2024-01-02T06:15:11.570,2024-04-12T16:15:29.317,CWE-823,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use of Out-of-range Pointer Offset,2024-01-01,,
143,CVE-2023-33113,2024,1,1/5/24,,"A-303101624,,QC-CR#3495200","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/602e97e56c6efffa019de189ce22b82309eb4c60"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.15/-/commit/84d3d13cffe2c478b6cefc63ea0006e2d29b137b"" rel=""noreferrer",,High,,Kernel,,Memory corruption when resource manager sends the host kernel a reply message with multiple fragments.,,2024-01-02T06:15:12.000,2024-04-12T16:15:29.843,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2024-01-01,,
143,CVE-2023-33113,2024,1,1/5/24,,"A-303101624,,QC-CR#3495200","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/602e97e56c6efffa019de189ce22b82309eb4c60"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.15/-/commit/84d3d13cffe2c478b6cefc63ea0006e2d29b137b"" rel=""noreferrer",,High,,Kernel,,Memory corruption when resource manager sends the host kernel a reply message with multiple fragments.,,2024-01-02T06:15:12.000,2024-04-12T16:15:29.843,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2024-01-01,,
144,CVE-2023-33114,2024,1,1/5/24,,"A-303101495,,QC-CR#3520999","https://git.codelinaro.org/clo/la/kernel/msm-4.19/-/commit/3192894ef6ca240155b6a394ca9956df04a51ed0"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/576151177468a598b23859b5758d70e49d4be41f"" rel=""noreferrer",,High,,Kernel,,"Memory corruption while running NPU, when NETWORK_UNLOAD and (NETWORK_UNLOAD or NETWORK_EXECUTE_V2) commands are submitted at the same time.",,2024-01-02T06:15:12.197,2024-04-12T16:15:30.083,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
144,CVE-2023-33114,2024,1,1/5/24,,"A-303101495,,QC-CR#3520999","https://git.codelinaro.org/clo/la/kernel/msm-4.19/-/commit/3192894ef6ca240155b6a394ca9956df04a51ed0"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/576151177468a598b23859b5758d70e49d4be41f"" rel=""noreferrer",,High,,Kernel,,"Memory corruption while running NPU, when NETWORK_UNLOAD and (NETWORK_UNLOAD or NETWORK_EXECUTE_V2) commands are submitted at the same time.",,2024-01-02T06:15:12.197,2024-04-12T16:15:30.083,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
145,CVE-2023-33117,2024,1,1/5/24,,"A-303101067,,QC-CR#3531543","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/2c7bc667e98ae3dfeac7deaf5463eb6dc7e5ef3c"" rel=""noreferrer",,High,,Audio,,Memory corruption when HLOS allocates the response payload buffer to copy the data received from ADSP in response to AVCS_LOAD_MODULE command.,,2024-01-02T06:15:12.580,2024-04-12T16:15:30.493,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
145,CVE-2023-33117,2024,1,1/5/24,,"A-303101067,,QC-CR#3531543","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/2c7bc667e98ae3dfeac7deaf5463eb6dc7e5ef3c"" rel=""noreferrer",,High,,Audio,,Memory corruption when HLOS allocates the response payload buffer to copy the data received from ADSP in response to AVCS_LOAD_MODULE command.,,2024-01-02T06:15:12.580,2024-04-12T16:15:30.493,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
146,CVE-2023-33120,2024,1,1/5/24,,"A-303101456,,QC-CR#3538938","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/6b8f3568740661978d7d60567ff5e27b5fb7d28d"" rel=""noreferrer,https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/cbc7de440c37338738d182c82548d3c6ea001dc1"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-4.4/-/commit/ca9d5a4f888f77ed54bd821f0ebbb5b2215c319b"" rel=""noreferrer",,High,,Audio,,Memory corruption in Audio when memory map command is executed consecutively in ADSP.,,2024-01-02T06:15:12.957,2024-04-12T16:15:30.950,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
146,CVE-2023-33120,2024,1,1/5/24,,"A-303101456,,QC-CR#3538938","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/6b8f3568740661978d7d60567ff5e27b5fb7d28d"" rel=""noreferrer,https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/cbc7de440c37338738d182c82548d3c6ea001dc1"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-4.4/-/commit/ca9d5a4f888f77ed54bd821f0ebbb5b2215c319b"" rel=""noreferrer",,High,,Audio,,Memory corruption in Audio when memory map command is executed consecutively in ADSP.,,2024-01-02T06:15:12.957,2024-04-12T16:15:30.950,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
147,CVE-2023-43514,2024,1,1/5/24,,"A-303101664,,QC-CR#3613254","https://git.codelinaro.org/clo/la/kernel/msm-5.15/-/commit/b1f71f187b5fee55fba5ca529facc3ac13d9f4af"" rel=""noreferrer",,High,,Kernel,,Memory corruption while invoking IOCTLs calls from user space for internal mem MAP and internal mem UNMAP.,,2024-01-02T06:15:13.557,2024-04-12T16:15:32.370,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
147,CVE-2023-43514,2024,1,1/5/24,,"A-303101664,,QC-CR#3613254","https://git.codelinaro.org/clo/la/kernel/msm-5.15/-/commit/b1f71f187b5fee55fba5ca529facc3ac13d9f4af"" rel=""noreferrer",,High,,Kernel,,Memory corruption while invoking IOCTLs calls from user space for internal mem MAP and internal mem UNMAP.,,2024-01-02T06:15:13.557,2024-04-12T16:15:32.370,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2024-01-01,,
149,CVE-2023-33025,2024,1,1/5/24,,A-290061199,,,Critical,,Closed-source component,,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2024-01-01,,
149,CVE-2023-33025,2024,1,1/5/24,,A-290061199,,,Critical,,Closed-source component,,"Memory corruption in Data Modem when a non-standard SDP body, during a VOLTE call.",,2024-01-02T06:15:08.967,2024-04-12T16:15:14.690,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2024-01-01,,
150,CVE-2023-33036,2024,1,1/5/24,,A-290061245,,,Critical,,Closed-source component,,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,CWE-476,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference,2024-01-01,,
150,CVE-2023-33036,2024,1,1/5/24,,A-290061245,,,Critical,,Closed-source component,,Permanent DOS in Hypervisor while untrusted VM without PSCI support makes a PSCI call.,,2024-01-02T06:15:09.750,2024-04-12T16:15:16.220,CWE-476,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,NULL Pointer Dereference,2024-01-01,,
161,CVE-2023-33014,2024,1,1/5/24,,A-290060890,,,High,,Closed-source component,,Information disclosure in Core services while processing a Diag command.,,2024-01-02T06:15:08.763,2024-04-12T16:15:12.833,CWE-20,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Improper Input Validation,2024-01-01,,
161,CVE-2023-33014,2024,1,1/5/24,,A-290060890,,,High,,Closed-source component,,Information disclosure in Core services while processing a Diag command.,,2024-01-02T06:15:08.763,2024-04-12T16:15:12.833,CWE-20,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Improper Input Validation,2024-01-01,,
