ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date
11,CVE-2024-0014,2024,02,2/1/24,,A-304082474,,EoP,High,"11, 12, 12L, 13, 14",,,"In startInstall of UpdateFetcher.java, there is a possible way to trigger a malicious config update due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.580,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
12,CVE-2024-0033,2024,02,2/1/24,,A-294609150,"https://android.googlesource.com/platform/frameworks/native/+/aa98edf0ce9dde4886979658a459900ca987f193"" rel=""noreferrer,https://android.googlesource.com/platform/system/core/+/46d46dc46446f14f26fbe8fb102dd36c1dfc1229"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In multiple functions of ashmem-dev.cpp, there is a possible missing seal due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.877,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
13,CVE-2024-0035,2024,02,2/1/24,,A-300903792,"https://android.googlesource.com/platform/frameworks/base/+/7b7fff1eb5014d12200a32ff9047da396c7ab6a4"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In onNullBinding of TileLifecycleManager.java, there is a possible way to launch an activity from the background due to a missing null check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.980,2024-02-16T13:37:51.433,,,,,,,,,,,,,2024-02-01
14,CVE-2023-40093,2024,02,2/1/24,,A-279055389,"https://android.googlesource.com/platform/external/pdfium/+/03925281cf25fec70318bf2225356d022b12b566"" rel=""noreferrer,https://android.googlesource.com/platform/cts/+/a952c93009cc81c41a086d73a4030a83b7683a04"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In multiple files, there is a possible way that trimmed content could be included in PDF output due to a logic error in the code. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:49.963,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
15,CVE-2024-0030,2024,02,2/1/24,,A-276898739,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/57b823f4f758e2ef530909da07552b5aa80c6a7d"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In btif_to_bta_response of btif_gatt_util.cc, there is a possible out of bounds read due to an incorrect bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T02:15:50.710,2024-02-16T13:37:55.033,,,,,,,,,,,,,2024-02-01
28,CVE-2023-49667,2024,02,2/5/24,,"A-314033392,U-2455269",,,High,,Kernel,,CVE ID Not Found,,,,,,,,,,,,,,,,2024-02-01
29,CVE-2023-49668,2024,02,2/5/24,,"A-314032846,U-2455269",,,High,,Kernel,,CVE ID Not Found,,,,,,,,,,,,,,,,2024-02-01
47,CVE-2024-0044,2024,03,3/1/24,,A-307532206,"https://android.googlesource.com/platform/frameworks/base/+/65bd134b0a82c51a143b89821d5cdd00ddc31792"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In createSessionInternal of PackageInstallerService.java, there is a possible run-as any app due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.

",,2024-03-11T17:15:45.450,2024-03-12T20:15:07.633,,,,,,,,,,,,,2024-03-01
48,CVE-2024-0046,2024,03,3/1/24,,A-299441833,"https://android.googlesource.com/platform/frameworks/base/+/d68cab5ac1aa294ec4d0419bc0803a5577e4e43c"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In installExistingPackageAsUser of InstallPackageHelper.java, there is a possible carrier restriction bypass due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.563,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
49,CVE-2024-0048,2024,03,3/1/24,,A-316893159,"https://android.googlesource.com/platform/frameworks/base/+/2c236cde5505ee0e88cf1e3d073e2f1a53f0eede"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In Session of AccountManagerService.java, there is a possible method to retain foreground service privileges due to incorrect handling of null responses. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.673,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
50,CVE-2024-0049,2024,03,3/1/24,,A-273936274,"https://android.googlesource.com/platform/frameworks/av/+/462689f06fd5e72ac63cd87b43ee52554ddf953e"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple locations, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User  interaction is not needed for exploitation.",,2024-03-11T17:15:45.727,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
51,CVE-2024-0050,2024,03,3/1/24,,A-273935108,"https://android.googlesource.com/platform/frameworks/av/+/8f3bc8be16480367bac36effa25706133a0dc22d"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In getConfig of SoftVideoDecoderOMXComponent.cpp, there is a possible out of bounds write due to a missing validation check. This could lead to a local non-security issue with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.783,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
52,CVE-2024-0051,2024,03,3/1/24,,A-276442130,"https://android.googlesource.com/platform/frameworks/av/+/a52c14a5b49f26efafa581dea653b4179d66909e"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In onQueueFilled of SoftMPEG4.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.840,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
53,CVE-2024-0053,2024,03,3/1/24,,A-281525042,"https://android.googlesource.com/platform/frameworks/base/+/74b03835a7fac15e854d08159922418c99e27e77"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In getCustomPrinterIcon of PrintManagerService.java, there is a possible way to view other user's images due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.950,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
54,CVE-2024-0047,2024,03,3/1/24,,A-311687929,"https://android.googlesource.com/platform/frameworks/base/+/3cd8a2c783fc736627b38f639fe4e239abcf6af1"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/bd5cc7f03256b328438b9bc3791c6b811a2f1f17"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/base/+/f516739398746fef7e0cf1437d9a40e2ad3c10bb"" rel=""noreferrer",DoS,High,14,,,"In writeUserLP of UserManagerService.java, device policies are serialized with an incorrect tag due to a logic error in the code. This could lead to local denial of service when policies are deserialized on reboot with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.620,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
55,CVE-2024-0039,2024,03,3/1/24,,A-295887535,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/17044ccf3a2858633cad8f87926e752edfe0d8d8"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/f0f35273101518d1f3a660b151804e90d0249af3"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/015c618a0461def93138173a53daaf27ca0630c9"" rel=""noreferrer",RCE,Critical,"12, 12L, 13, 14",,,"In attp_build_value_cmd of att_protocol.cc, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.350,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
56,CVE-2024-23717,2024,03,3/1/24,,A-318374503,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/c5c528beb6e1cfed3ec93a3a264084df32ce83c2"" rel=""noreferrer",EoP,Critical,"12, 12L, 13, 14",,,"In access_secure_service_from_temp_bond of btm_sec.cc, there is a possible way to achieve keystroke injection due to improper input validation. This could lead to remote (proximal/adjacent) escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:46.253,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
58,CVE-2024-0045,2024,03,3/1/24,,A-300903400,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/7d0f696f450241d8ba7a168ba14fa7b75032f0c9"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In smp_proc_sec_req of smp_act.cc, there is a possible out of bounds read due to improper input validation. This could lead to remote (proximal/adjacent) information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.507,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
59,CVE-2024-0052,2024,03,3/1/24,,A-303871379,"https://android.googlesource.com/platform/packages/modules/HealthFitness/+/178f4824574fdf33ed4ac584d092240d1c771b04"" rel=""noreferrer",ID,High,14,,,"In multiple functions of healthconnect, there is a possible leakage of exercise route data due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-03-11T17:15:45.897,2024-03-12T12:40:13.500,,,,,,,,,,,,,2024-03-01
64,CVE-2024-20005,2024,03,3/5/24,,"A-318303317,M-ALPS08355599",,,High,,da,,"In da, there is a possible permission bypass due to a missing permission check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08355599; Issue ID: ALPS08355599.",,2024-03-04T03:15:06.917,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
65,CVE-2024-20022,2024,03,3/5/24,,"A-318302377,M-ALPS08528255",,,High,,lk,,"In lk, there is a possible escalation of privilege due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08528255; Issue ID: ALPS08528255.",,2024-03-04T03:15:07.150,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
66,CVE-2024-20023,2024,03,3/5/24,,"A-318302378,M-ALPS08541638",,,High,,flashc,,"In flashc, there is a possible out of bounds write due to lack of valudation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541638; Issue ID: ALPS08541638.",,2024-03-04T03:15:07.193,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
67,CVE-2024-20024,2024,03,3/5/24,,"A-318316114,M-ALPS08541635",,,High,,flashc,,"In flashc, there is a possible out of bounds write due to lack of valudation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541635; Issue ID: ALPS08541635.",,2024-03-04T03:15:07.237,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
68,CVE-2024-20025,2024,03,3/5/24,,"A-318316115,M-ALPS08541686",,,High,,da,,"In da, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541686; Issue ID: ALPS08541686.",,2024-03-04T03:15:07.280,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
69,CVE-2024-20027,2024,03,3/5/24,,"A-318316117,M-ALPS08541632",,,High,,da,,"In da, there is a possible out of bounds write due to improper input validation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541632; Issue ID: ALPS08541633.",,2024-03-04T03:15:07.363,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
70,CVE-2024-20028,2024,03,3/5/24,,"A-318310276,M-ALPS08541632",,,High,,da,,"In da, there is a possible out of bounds write due to lack of valudation. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541632; Issue ID: ALPS08541687.",,2024-03-04T03:15:07.403,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
71,CVE-2024-20020,2024,03,3/5/24,,"A-318302372,M-ALPS08522504",,,High,,OPTEE,,"In OPTEE, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08522504; Issue ID: ALPS08522504.",,2024-03-04T03:15:07.107,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
72,CVE-2024-20026,2024,03,3/5/24,,"A-318310274,M-ALPS08541632",,,High,,da,,"In da, there is a possible information disclosure due to improper input validation. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08541632; Issue ID: ALPS08541632.",,2024-03-04T03:15:07.320,2024-03-04T13:58:23.447,,,,,,,,,,,,,2024-03-01
85,CVE-2024-0024,2024,05,5/1/24,,A-293602317,"https://android.googlesource.com/platform/frameworks/base/+/6a9250ec7fc9801a883cedd7860076f42fb518ac"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple methods of UserManagerService.java, there is a possible failure to persist or enforce user restrictions due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.367,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
86,CVE-2024-0025,2024,05,5/1/24,,A-279428283,"https://android.googlesource.com/platform/frameworks/base/+/d49662560e366dbf69bf7d59d00e73905d03e6d5"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In sendIntentSender of ActivityManagerService.java, there is a possible background activity launch due to a logic error. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.410,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
87,CVE-2024-23705,2024,05,5/1/24,,A-293602970,"https://android.googlesource.com/platform/frameworks/base/+/032bee6dc118ce1cc3fde92463b2954c1450f2e8"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple locations, there is a possible failure to persist or enforce user restrictions due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.680,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
88,CVE-2024-23708,2024,05,5/1/24,,A-293301736,"https://android.googlesource.com/platform/frameworks/base/+/0c095c365ede36257e829769194f9596a598e560"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple functions of NotificationManagerService.java, there is a possible way to not show a toast message when a clipboard message has been accessed. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.830,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
89,CVE-2024-23706,2024,05,5/1/24,,A-328068777,"https://android.googlesource.com/platform/packages/modules/HealthFitness/+/6e6896c3fd8139779ff8d51a99ee06667e849d87"" rel=""noreferrer",EoP,Critical,14,,,"In multiple locations, there is a possible bypass of health data permissions due to an improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.737,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
90,CVE-2024-0043,2024,05,5/1/24,,A-295549388,"https://android.googlesource.com/platform/packages/modules/Permission/+/8141e8f4dd77b9f8fb485e23ddf028c57fcd4fca"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In multiple locations, there is a possible notification listener grant to an app running in the work profile due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.583,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
91,CVE-2024-23707,2024,05,5/1/24,,A-316891059,"https://android.googlesource.com/platform/packages/apps/Settings/+/f1d0079c91734168c150f839168544f407b17b06"" rel=""noreferrer",EoP,High,14,,,"In multiple locations, there is a possible permissions bypass due to improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.787,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
92,CVE-2024-23709,2024,05,5/1/24,,A-317780080,"https://android.googlesource.com/platform/external/sonivox/+/3f798575d2d39cd190797427d13471d6e7ceae4c"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In multiple locations, there is a possible out of bounds write due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.877,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
93,CVE-2024-23706,2024,05,5/1/24,,,,,,,Healthfitness,,"In multiple locations, there is a possible bypass of health data permissions due to an improper input validation. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-05-07T21:15:08.737,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
94,CVE-2024-23709,2024,05,5/1/24,,,,,,,Media Framework components,,"In multiple locations, there is a possible out of bounds write due to a heap buffer overflow. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.877,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
95,CVE-2024-0043,2024,05,5/1/24,,,,,,,Permission Controller,,"In multiple locations, there is a possible notification listener grant to an app running in the work profile due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-05-07T21:15:08.583,2024-05-08T13:15:00.690,,,,,,,,,,,,,2024-05-01
115,CVE-2024-0015,2024,01,1/1/24,,A-300090204,"https://android.googlesource.com/platform/frameworks/base/+/2ce1b7fd37273ea19fbbb6daeeaa6212357b9a70"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13",,,"In convertToComponentName of DreamService.java, there is a possible way to launch arbitrary protected activities due to intent redirection. This could lead to local escalation of privilege with User execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T19:15:08.153,2024-02-16T19:26:55.393,,,,,,,,,,,,,2024-01-01
116,CVE-2024-0018,2024,01,1/1/24,,A-300476626,"https://android.googlesource.com/platform/frameworks/av/+/bf6406041919f67219fd1829438dda28845d4c23"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In convertYUV420Planar16ToY410 of ColorConverter.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.560,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
117,CVE-2024-0023,2024,01,1/1/24,,A-283099444,"https://android.googlesource.com/platform/frameworks/av/+/30b1b34cfd5abfcfee759e7d13167d368ac6c268"" rel=""noreferrer,https://android.googlesource.com/platform/frameworks/av/+/30b1b34cfd5abfcfee759e7d13167d368ac6c268"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In ConvertRGBToPlanarYUV of Codec2BufferUtils.cpp, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.767,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
118,CVE-2024-0019,2024,01,1/1/24,,A-294104969,"https://android.googlesource.com/platform/frameworks/base/+/707fc94ec3df4cf6b985e6d06c2588690d1a025a"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In setListening of AppOpsControllerImpl.java, there is a possible way to hide the microphone privacy indicator when restarting systemUI due to a missing check for active recordings. This could lead to local denial of service with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.610,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
119,CVE-2024-0021,2024,01,1/1/24,,A-282934003,"https://android.googlesource.com/platform/packages/apps/Settings/+/53ea491d276f9a7c586c7983c08105a9bb7051f1"" rel=""noreferrer",EoP,High,"13, 14",,,"In onCreate of NotificationAccessConfirmationActivity.java, there is a possible way for an app in the work profile to enable notification listener services due to a logic error in the code. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.717,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
120,CVE-2023-40085,2024,01,1/1/24,,A-269271098,"https://android.googlesource.com/platform/packages/modules/NeuralNetworks/+/ed6ee1f7eca7b33160e36ac6d730a9ef395ca4f1"" rel=""noreferrer",ID,High,"12, 12L, 13",,,"In convertSubgraphFromHAL of ShimConverter.cpp, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T19:15:08.093,2024-02-16T19:26:55.393,,,,,,,,,,,,,2024-01-01
121,CVE-2024-0016,2024,01,1/1/24,,A-279169188,"https://android.googlesource.com/platform/packages/modules/Bluetooth/+/1d7ba7c8a205522f384e8d5c7c9f26a421cab5f1"" rel=""noreferrer,https://android.googlesource.com/platform/packages/modules/Bluetooth/+/1d7ba7c8a205522f384e8d5c7c9f26a421cab5f1"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In multiple locations, there is a possible out of bounds read due to a missing bounds check. This could lead to paired device information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-16T20:15:47.460,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
122,CVE-2024-0017,2024,01,1/1/24,,A-285142084,"https://android.googlesource.com/platform/packages/apps/Camera2/+/5c4c4b35754eef319dcd69c422f0b1ac0c823f6e"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In shouldUseNoOpLocation of CameraActivity.java, there is a possible confused deputy due to a permissions bypass. This could lead to local information disclosure with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-16T20:15:47.513,2024-02-16T21:39:50.223,,,,,,,,,,,,,2024-01-01
