ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date,earliest_version,latest_version
133,CVE-2023-48343,2024,1,1/5/24,,"A-311290653,U-2227689",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.430,2024-01-19T18:51:31.917,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
134,CVE-2023-48344,2024,1,1/5/24,,"A-311282174,U-2266624",,,High,,Android,,"In video decoder, there is a possible out of bounds read due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.470,2024-01-19T18:51:38.750,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Read,2024-01-01,,
135,CVE-2023-48348,2024,1,1/5/24,,"A-311279656,U-2227052",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.650,2024-01-19T18:52:05.827,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
136,CVE-2023-48349,2024,1,1/5/24,,"A-311279652,U-2219058",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.693,2024-01-19T18:52:12.807,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
137,CVE-2023-48350,2024,1,1/5/24,,"A-311279655,U-2219062",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.737,2024-01-19T18:52:20.107,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
138,CVE-2023-48351,2024,1,1/5/24,,"A-311273934,U-2219064",,,High,,Android,,"In video decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.850,2024-01-19T18:52:24.690,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
139,CVE-2023-48352,2024,1,1/5/24,,"A-311273933,U-2153501",,,High,,Android,,"In phasecheckserver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2024-01-18T03:15:57.917,2024-01-25T02:10:52.543,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2024-01-01,,
1031,CVE-2019-11516,2019,8,8/5/19,,A-132966035,,RCE,Critical,,Bluetooth,,"An issue was discovered in the Bluetooth component of the Cypress (formerly owned by Broadcom) Wireless IoT codebase. Extended Inquiry Responses (EIRs) are improperly handled, which causes a heap-based buffer overflow during device inquiry. This overflow can be used to overwrite existing functions with arbitrary code. The Reserved for Future Use (RFU) bits are not discarded by eir_handleRx(), and are included in an EIR's length. Therefore, one can exceed the expected 240 bytes, which leads to a heap-based buffer overflow in eir_getReceivedEIR() called by bthci_event_SendInquiryResultEvent(). In order to exploit this bug, an attacker must repeatedly connect to the victim's device in a short amount of time from different source addresses. This will cause the victim's Bluetooth stack to resolve the device names and therefore allocate buffers with attacker-controlled data. Due to the heap corruption, the name will be eventually written to an attacker-controlled location, leading to a write-what-where condition.",,2020-02-05T17:15:10.240,2020-04-13T15:15:11.250,CWE-787,cvssMetricV31,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH,8.1,HIGH,Out-of-bounds Write,2019-08-01,,
1222,CVE-2018-6241,2019,1,1/5/19,,A-62540032,,EoP,High,,Dragon BSP,,"NVIDIA Tegra Gralloc module contains a vulnerability in driver in which it does not validate input parameter of the registerbuffer API, which may lead to arbitrary code execution, denial of service, or escalation of privileges. Android ID: A-62540032 Severity Rating: High Version: N/A.",,2019-01-31T20:29:00.293,2019-10-03T00:03:26.223,CWE-20,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2019-01-01,,
1248,CVE-2018-6271,2019,2,2/5/19,,A-80198474,,RCE,Critical,,libnvomx,,"NVIDIA Tegra OpenMax driver (libnvomx) contains a vulnerability in which the software delivers extra data with the buffer and does not properly validated the extra data, which may lead to denial of service or escalation of privileges. Android ID: A-80198474.",,2019-02-13T22:29:00.347,2019-10-03T00:03:26.223,CWE-119,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Improper Restriction of Operations within the Bounds of a Memory Buffer,2019-02-01,,
1249,CVE-2018-6267,2019,2,2/5/19,,A-70857947,,EoP,High,,libnvomx,,"NVIDIA Tegra OpenMax driver (libnvomx) contains a vulnerability in which the software does not validate or incorrectly validates input that can affect the control flow or data flow of a program, which may lead to denial of service or escalation of privileges. Android ID: A-70857947.",,2019-02-13T22:29:00.253,2019-10-03T00:03:26.223,CWE-20,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2019-02-01,,
1250,CVE-2018-6268,2019,2,2/5/19,,A-80433161,,EoP,High,,libnvomx,,"NVIDIA Tegra library contains a vulnerability in libnvmmlite_video.so, where referencing memory after it has been freed may lead to denial of service or possible escalation of privileges. Android ID: A-80433161.",,2019-02-13T22:29:00.300,2019-04-02T18:30:20.537,CWE-416,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2019-02-01,,
1251,CVE-2016-6684,2019,2,2/5/19,,A-117423758,,ID,High,,kernel log,,"The kernel in Android before 2016-10-05 on Nexus 5, Nexus 5X, Nexus 6, Nexus 6P, Nexus 9, Nexus Player, and Android One devices allows attackers to obtain sensitive information via a crafted application, aka internal bug 30148243.",,2016-10-10T11:00:01.480,2016-12-06T15:07:09.633,CWE-200,cvssMetricV30,LOCAL,LOW,NONE,REQUIRED,HIGH,NONE,NONE,5.5,MEDIUM,Exposure of Sensitive Information to an Unauthorized Actor,2019-02-01,,
1286,CVE-2018-6240,2019,9,9/5/19,,A-72315181,,EoP,High,,BootROM,,NVIDIA Tegra contains a vulnerability in BootRom where a user with kernel level privileges can write an arbitrary value to an arbitrary physical address,,2019-09-06T15:15:11.727,2020-08-24T17:37:01.140,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-09-01,,
1287,CVE-2018-6240,2019,9,9/5/19,,A-110169243,,EoP,High,,BootROM,,NVIDIA Tegra contains a vulnerability in BootRom where a user with kernel level privileges can write an arbitrary value to an arbitrary physical address,,2019-09-06T15:15:11.727,2020-08-24T17:37:01.140,CWE-787,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2019-09-01,,
1288,CVE-2017-5715,2019,9,9/5/19,,A-73294344,,ID,High,,ARM Trusted Firmware,,Systems with microprocessors utilizing speculative execution and indirect branch prediction may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis.,,2018-01-04T13:29:00.227,2021-08-16T09:15:06.987,CWE-203,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,NONE,NONE,5.6,MEDIUM,Observable Discrepancy,2019-09-01,,
1398,CVE-2018-6243,2019,5,5/5/19,,A-72315075,,EoP,High,,Pixel C TrustZone,,"NVIDIA Tegra TLK Widevine Trust Application contains a vulnerability in which missing the input parameter checking of video metadata count may lead to Arbitrary Code Execution, Denial of Service or Escalation of Privileges. Android ID: A-72315075. Severity Rating: High. Version: N/A.",,2019-05-07T20:29:01.907,2019-10-03T00:03:26.223,CWE-20,cvssMetricV30,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Improper Input Validation,2019-05-01,,
1399,CVE-2018-19860,2019,5,5/5/19,,A-122249979,,RCE,High,,Bluetooth firmware,,"Broadcom firmware before summer 2014 on Nexus 5 BCM4335C0 2012-12-11, Raspberry Pi 3 BCM43438A1 2014-06-02, and unspecifed other devices does not properly restrict LMP commnds and executes certain memory contents upon receiving an LMP command, as demonstrated by executing an HCI command.",,2019-06-07T17:29:00.740,2020-08-24T17:37:01.140,CWE-732,cvssMetricV30,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Incorrect Permission Assignment for Critical Resource,2019-05-01,,
2175,CVE-2022-46394,2023,5,5/5/23,,A-267360595,,,High,,Mali,,"An issue was discovered in the Arm Mali GPU Kernel Driver. A non-privileged user can make improper GPU processing operations to gain access to already freed memory. This affects Valhall r39p0 through r41p0 before r42p0, and Avalon r41p0 before r42p0.",,2023-03-08T19:15:10.613,2023-03-14T15:17:00.400,CWE-416,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Use After Free,2023-05-01,,
2176,CVE-2022-46395,2023,5,5/5/23,,A-267357916,,,High,,Mali,,"An issue was discovered in the Arm Mali GPU Kernel Driver. A non-privileged user can make improper GPU processing operations to gain access to already freed memory. This affects Midgard r0p0 through r32p0, Bifrost r0p0 through r41p0 before r42p0, Valhall r19p0 through r41p0 before r42p0, and Avalon r41p0 before r42p0.",,2023-03-06T14:15:09.367,2023-12-13T13:51:52.563,CWE-416,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Use After Free,2023-05-01,,
2177,CVE-2022-46396,2023,5,5/5/23,,A-259984805,,,High,,Mali,,An issue was discovered in the Arm Mali Kernel Driver. A non-privileged user can make improper GPU memory processing operations to access a limited amount outside of buffer bounds. This affects Valhall r29p0 through r41p0 before r42p0 and Avalon r41p0 before r42p0.,,2023-04-11T21:15:15.420,2023-04-21T17:34:38.443,CWE-119,cvssMetricV31,LOCAL,LOW,LOW,NONE,LOW,NONE,NONE,3.3,LOW,Improper Restriction of Operations within the Bounds of a Memory Buffer,2023-05-01,,
2178,CVE-2022-46891,2023,5,5/5/23,,A-260149319,,,High,,Mali,,"An issue was discovered in the Arm Mali GPU Kernel Driver. There is a use-after-free. A non-privileged user can make improper GPU processing operations to gain access to already freed memory. This affects Midgard r13p0 through r32p0, Bifrost r1p0 through r40p0, and Valhall r19p0 through r40p0.",,2023-01-17T08:15:10.453,2023-12-14T20:03:01.073,CWE-416,cvssMetricV31,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,8.8,HIGH,Use After Free,2023-05-01,,
2179,CVE-2023-26085,2023,5,5/5/23,,A-261701167,,,High,,Arm NNAPI Driver,,A possible out-of-bounds read and write (due to an improper length check of shared memory) was discovered in Arm NN Android-NN-Driver before 23.02.,23.02,2023-06-29T17:15:09.707,2023-07-07T17:01:51.867,CWE-125,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Read,2023-05-01,,
2179,CVE-2023-26085,2023,5,5/5/23,,A-261701167,,,High,,Arm NNAPI Driver,,A possible out-of-bounds read and write (due to an improper length check of shared memory) was discovered in Arm NN Android-NN-Driver before 23.02.,23.02,2023-06-29T17:15:09.707,2023-07-07T17:01:51.867,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2023-05-01,,
2180,CVE-2021-0877,2023,5,5/5/23,,A-273754094,,,High,,PowerVR-GPU,,Product: AndroidVersions: Android SoCAndroid ID: A-273754094,,2023-05-15T22:15:10.163,2023-05-24T17:09:58.747,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-05-01,,
2236,CVE-2023-21162,2023,12,12/5/23,,A-292004168,,,High,,PowerVR-GPU,,"In RGXUnbackingZSBuffer of rgxta3d.c, there is a possible arbitrary code execution due to a use after free. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.217,2023-12-22T01:15:08.140,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2237,CVE-2023-21163,2023,12,12/5/23,,A-292003338,,,High,,PowerVR-GPU,,"In PMR_ReadBytes of pmr.c, there is a possible arbitrary code execution due to a use after free. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.377,2023-12-22T01:15:08.300,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2238,CVE-2023-21164,2023,12,12/5/23,,A-292002918,,,High,,PowerVR-GPU,,"In DevmemIntMapPMR of devicemem_server.c, there is a possible arbitrary code execution due to a use after free. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.430,2023-12-22T01:15:08.367,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2239,CVE-2023-21166,2023,12,12/5/23,,A-292002163,,,High,,PowerVR-GPU,,"In RGXBackingZSBuffer of rgxta3d.c, there is a possible arbitrary code execution due to a use after free. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.477,2023-12-22T01:15:08.430,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2240,CVE-2023-21215,2023,12,12/5/23,,A-291982610,,,High,,PowerVR-GPU,,"In DevmemIntAcquireRemoteCtx of devicemem_server.c, there is a possible arbitrary code execution due to a race condition. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.523,2023-12-22T01:15:08.500,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2241,CVE-2023-21216,2023,12,12/5/23,,A-291999952,,,High,,PowerVR-GPU,,"In PMRChangeSparseMemOSMem of physmem_osmem_linux.c, there is a possible arbitrary code execution due to a use after free. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.570,2023-12-22T01:15:08.563,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2242,CVE-2023-21217,2023,12,12/5/23,,A-292087506,,,High,,PowerVR-GPU,,"In PMRWritePMPageList of TBD, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.617,2023-12-22T01:15:08.627,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2243,CVE-2023-21218,2023,12,12/5/23,,A-292000190,,,High,,PowerVR-GPU,,"In PMRChangeSparseMemOSMem of physmem_osmem_linux.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.667,2023-12-22T01:15:08.683,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2244,CVE-2023-21228,2023,12,12/5/23,,A-291999439,,,High,,PowerVR-GPU,,"In PMRChangeSparseMemOSMem of physmem_osmem_linux.c, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.767,2023-12-22T01:15:08.810,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2245,CVE-2023-21263,2023,12,12/5/23,,A-305095406,,,High,,PowerVR-GPU,,"   In OSMMapPMRGeneric of pmr_os.c, there is a possible out of bounds write due to an uncaught exception. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.813,2023-12-22T01:15:08.870,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2246,CVE-2023-21401,2023,12,12/5/23,,A-305091236,,,High,,PowerVR-GPU,,"In DevmemIntChangeSparse of devicemem_server.c, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.970,2023-12-22T01:15:09.033,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2247,CVE-2023-21402,2023,12,12/5/23,,A-305093885,,,High,,PowerVR-GPU,,"In MMU_UnmapPages of mmu_common.c, there is a possible out of bounds read due to improper input validation. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:23.027,2023-12-22T01:15:09.100,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2248,CVE-2023-21403,2023,12,12/5/23,,A-305096969,,,High,,PowerVR-GPU,,"In RGXDestroyZSBufferKM of rgxta3d.c, there is a possible arbitrary code execution due to an uncaught exception. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:23.070,2023-12-22T01:15:09.167,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2249,CVE-2023-35690,2023,12,12/5/23,,A-305095935,,,High,,PowerVR-GPU,," In RGXDestroyHWRTData of rgxta3d.c, there is a possible arbitrary code execution due to an uncaught exception. This could lead to local escalation of privilege in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:23.507,2023-12-22T01:15:09.303,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2023-12-01,,
2250,CVE-2023-21227,2023,12,12/5/23,,A-291998937,,,High,,PowerVR-GPU,,"In HTBLogKM of htbserver.c, there is a possible information disclosure due to log information disclosure. This could lead to local information disclosure in the kernel with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:22.720,2023-12-22T01:15:08.740,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,7.5,HIGH,,2023-12-01,,
2256,CVE-2023-45779,2023,12,12/5/23,,A-301094654,,,High,,System UI,,"In the APEX module framework of AOSP, there is a possible malicious update to platform components due to improperly used crypto. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. More details on this can be found in the referenced links.
",,2023-12-04T23:15:26.673,2024-02-01T00:15:54.673,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,,2023-12-01,,
2257,CVE-2022-48456,2023,12,12/5/23,,"A-300376910,U-1914157",,,High,,Kernel,,"In camera driver, there is a possible out of bounds write due to a incorrect bounds check. This could lead to local denial of service with System execution privileges needed",,2023-11-01T10:15:08.667,2023-11-08T00:27:14.073,CWE-787,cvssMetricV31,LOCAL,LOW,HIGH,NONE,NONE,NONE,HIGH,4.4,MEDIUM,Out-of-bounds Write,2023-12-01,,
2258,CVE-2022-48461,2023,12,12/5/23,,"A-300368868,U-1905646",,,High,,Kernel,,"In sensor driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with System execution privileges needed",,2023-11-01T10:15:08.917,2023-11-08T00:26:25.627,CWE-787,cvssMetricV31,LOCAL,LOW,HIGH,NONE,NONE,NONE,HIGH,4.4,MEDIUM,Out-of-bounds Write,2023-12-01,,
2259,CVE-2022-48454,2023,12,12/5/23,,"A-300382178,U-2220123",,,High,,Android,,"In wifi service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2023-11-01T10:15:08.507,2023-11-08T00:27:28.477,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2023-12-01,,
2260,CVE-2022-48455,2023,12,12/5/23,,"A-300385151,U-2220123",,,High,,Android,,"In wifi service, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service with no additional execution privileges needed",,2023-11-01T10:15:08.620,2023-11-08T00:27:22.097,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Out-of-bounds Write,2023-12-01,,
2261,CVE-2022-48457,2023,12,12/5/23,,"A-300368872,U-2161952",,,High,,Android,,"In TeleService, there is a possible system crash due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2023-11-01T10:15:08.717,2023-11-08T00:27:04.757,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Improper Input Validation,2023-12-01,,
2262,CVE-2022-48458,2023,12,12/5/23,,"A-300368874,U-2161952",,,High,,Android,,"In TeleService, there is a possible system crash due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2023-11-01T10:15:08.767,2023-11-08T00:26:55.770,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Improper Input Validation,2023-12-01,,
2263,CVE-2022-48459,2023,12,12/5/23,,"A-300368875,U-2161952",,,High,,Android,,"In TeleService, there is a possible system crash due to improper input validation. This could lead to local denial of service with no additional execution privileges needed",,2023-11-01T10:15:08.817,2023-11-08T00:26:46.117,CWE-20,cvssMetricV31,LOCAL,LOW,LOW,NONE,NONE,NONE,HIGH,5.5,MEDIUM,Improper Input Validation,2023-12-01,,
2319,CVE-2021-44828,2023,10,10/5/23,,A-296461583,,,High,,Mali,,"Arm Mali GPU Kernel Driver (Midgard r26p0 through r30p0, Bifrost r0p0 through r34p0, and Valhall r19p0 through r34p0) allows a non-privileged user to achieve write access to read-only memory, and possibly obtain root privileges, corrupt memory, and modify the memory of other processes.",,2022-01-14T20:15:14.053,2023-12-13T13:51:52.563,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2023-10-01,,
