ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date,earliest_version,latest_version
2507,CVE-2023-40115,2023,11,11/1/23,,A-285645039,"https://android.googlesource.com/platform/packages/modules/StatsD/+/e4cd2d8f75d1b7b83a759d752f38099a9aa9997e"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In readLogs of StatsService.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.693,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01,11,14
2508,CVE-2023-40104,2023,11,11/1/23,,A-284262845,"https://android.googlesource.com/platform/system/ca-certificates/+/91204b9fdbd77b3f27f94b73868607b2dccbfdad"" rel=""noreferrer",ID,High,"11, 12, 12L, 13",,,"In ca-certificates, there is a possible way to read encrypted TLS data due to untrusted cryptographic certificates. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.017,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01,11,13
2509,CVE-2023-40112,2023,11,11/1/23,,A-168903843,"https://android.googlesource.com/platform/packages/services/BuiltInPrintService/+/d7cb53cb5b47f4afdb84cb0e161d84fdc2c32ce7"" rel=""noreferrer",ID,High,11,,,"In ippSetValueTag of ipp.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure of past print jobs or other print-related information, with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.543,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01,11,11
2512,CVE-2023-40100,2023,11,11/1/23,,,,,,,DNS Resolver,,"In discovery_thread of Dns64Configuration.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:07.743,2024-02-16T13:38:00.047,,,,,,,,,,,,,2023-11-01,,
2513,CVE-2023-40115,2023,11,11/1/23,,,,,,,Statsd,,"In readLogs of StatsService.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.693,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01,,
96,CVE-2023-4622,2024,5,5/5/24,,"A-299123598,","https://android.googlesource.com/kernel/common/+/e6ed59127c865"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/790c2f9d15b59"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/84d3e59750bbd"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/d39fc9b94dc07"" rel=""noreferrer",EoP,High,,Unix,,"A use-after-free vulnerability in the Linux kernel's af_unix component can be exploited to achieve local privilege escalation.

The unix_stream_sendpage() function tries to add data to the last skb in the peer's recv queue without locking the queue. Thus there is a race where unix_stream_sendpage() could access an skb locklessly that is being released by garbage collection, resulting in use-after-free.

We recommend upgrading past commit 790c2f9d15b594350ae9bca7b236f2b1859de02c.

",,2023-09-06T14:15:12.193,2024-01-11T19:15:12.097,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2024-05-01,,
96,CVE-2023-4622,2024,5,5/5/24,,"A-299123598,","https://android.googlesource.com/kernel/common/+/e6ed59127c865"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/790c2f9d15b59"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/84d3e59750bbd"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/d39fc9b94dc07"" rel=""noreferrer",EoP,High,,Unix,,"A use-after-free vulnerability in the Linux kernel's af_unix component can be exploited to achieve local privilege escalation.

The unix_stream_sendpage() function tries to add data to the last skb in the peer's recv queue without locking the queue. Thus there is a race where unix_stream_sendpage() could access an skb locklessly that is being released by garbage collection, resulting in use-after-free.

We recommend upgrading past commit 790c2f9d15b594350ae9bca7b236f2b1859de02c.

",,2023-09-06T14:15:12.193,2024-01-11T19:15:12.097,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2024-05-01,,
97,CVE-2023-6363,2024,5,5/5/24,,A-303632069,,,High,,Mali,,"Use After Free vulnerability in Arm Ltd Valhall GPU Kernel Driver, Arm Ltd Arm 5th Gen GPU Architecture Kernel Driver allows a local non-privileged user to make improper GPU memory processing operations. If the system’s memory is carefully prepared by the user, then this in turn could give them access to already freed memory.
This issue affects Valhall GPU Kernel Driver: from r41p0 through r47p0; Arm 5th Gen GPU Architecture Kernel Driver: from r41p0 through r47p0.

",,2024-05-03T14:15:10.730,2024-05-03T14:17:53.690,CWE-416,,,,,,,,,,,Use After Free,2024-05-01,,
98,CVE-2024-1067,2024,5,5/5/24,,A-329506905,,,High,,Mali,,"Use After Free vulnerability in Arm Ltd Bifrost GPU Kernel Driver, Arm Ltd Valhall GPU Kernel Driver, Arm Ltd Arm 5th Gen GPU Architecture Kernel Driver allows a local non-privileged user to make improper GPU memory processing operations. On Armv8.0 cores, there are certain combinations of the Linux Kernel and Mali GPU kernel driver configurations that would allow the GPU operations to affect the userspace memory of other processes.
This issue affects Bifrost GPU Kernel Driver: from r41p0 through r47p0; Valhall GPU Kernel Driver: from r41p0 through r47p0; Arm 5th Gen GPU Architecture Kernel Driver: from r41p0 through r47p0.

",8.0,2024-05-03T14:15:10.813,2024-05-03T14:17:53.690,CWE-416,,,,,,,,,,,Use After Free,2024-05-01,,
99,CVE-2024-1395,2024,5,5/5/24,,A-329506991,,,High,,Mali,,"Use After Free vulnerability in Arm Ltd Arm 5th Gen GPU Architecture Kernel Driver allows a local non-privileged user to make improper GPU memory processing operations. If the system’s memory is carefully prepared by the user, then this in turn could give them access to already freed memory.
This issue affects Arm 5th Gen GPU Architecture Kernel Driver: from r41p0 through r47p0.

",,2024-05-03T14:15:10.883,2024-05-03T14:17:53.690,CWE-416,,,,,,,,,,,Use After Free,2024-05-01,,
100,CVE-2023-32871,2024,5,5/5/24,,"A-309364193,M-ALPS08355514",,,High,,DA,,"In DA, there is a possible permission bypass due to an incorrect status check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08355514; Issue ID: ALPS08355514.",,2024-05-06T03:15:09.273,2024-05-06T12:44:56.377,CWE-391,,,,,,,,,,,Unchecked Error Condition,2024-05-01,,
101,CVE-2023-32873,2024,5,5/5/24,,"A-327972597,M-ALPS08583919",,,High,,keyInstall,,"In keyInstall, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08583919; Issue ID: ALPS08304227.",,2024-05-06T03:15:09.387,2024-05-06T12:44:56.377,CWE-787,,,,,,,,,,,Out-of-bounds Write,2024-05-01,,
102,CVE-2024-20056,2024,5,5/5/24,,"A-327973818,M-ALPS08528185",,,High,,preloader,,"In preloader, there is a possible escalation of privilege due to an insecure default value. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08528185; Issue ID: ALPS08528185.",,2024-05-06T03:15:09.563,2024-05-06T12:44:56.377,CWE-20,,,,,,,,,,,Improper Input Validation,2024-05-01,,
103,CVE-2024-20057,2024,5,5/5/24,,"A-327973819,M-ALPS08587881",,,High,,keyInstall,,"In keyInstall, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08587881; Issue ID: ALPS08587881.",,2024-05-06T03:15:09.640,2024-05-06T12:44:56.377,CWE-787,,,,,,,,,,,Out-of-bounds Write,2024-05-01,,
104,CVE-2024-21471,2024,5,5/5/24,,"A-318393843,,QC-CR#3621168","https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/809ee24fe5607ecc72e9cde737410ad94264ff91"" rel=""noreferrer",,High,,Display,,Memory corruption when IOMMU unmap of a GPU buffer fails in Linux.,,2024-05-06T15:15:21.580,2024-05-06T16:00:59.253,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Use After Free,2024-05-01,,
105,CVE-2024-21475,2024,5,5/5/24,,"A-323919078,,QC-CR#3530093","https://git.codelinaro.org/clo/la/kernel/msm-4.14/-/commit/bdb176c8afd933f26a135aba4d4a0384fb13d156"" rel=""noreferrer",,High,,Video,,Memory corruption when the payload received from firmware is not as per the expected protocol size.,,2024-05-06T15:15:21.953,2024-05-06T16:00:59.253,CWE-823,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use of Out-of-range Pointer Offset,2024-05-01,,
106,CVE-2024-23351,2024,5,5/5/24,,"A-323918714,,QC-CR#3650447","https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/d7c818d1695cac10489ef1fe28e0d38c602656d9"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.10/-/commit/eb7e4fadc904c8134e7d4fc17cae1d2be3ac6368"" rel=""noreferrer",,High,,Display,,Memory corruption as GPU registers beyond the last protected range can be accessed through LPAC submissions.,,2024-05-06T15:15:22.740,2024-05-06T16:00:59.253,CWE-284,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Improper Access Control,2024-05-01,,
107,CVE-2024-23354,2024,5,5/5/24,,"A-323919320,,QC-CR#3636888","https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/88eb3006d32f72c53039fd37ea45926dee08882b"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.10/-/commit/82893dced668bdb3a982dbc8d39699d2c6797057"" rel=""noreferrer",,High,,Display,,Memory corruption when the IOCTL call is interrupted by a signal.,,2024-05-06T15:15:22.943,2024-05-06T16:00:59.253,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Use After Free,2024-05-01,,
108,CVE-2023-33119,2024,5,5/5/24,,A-309461253,,,High,,Closed-source component,,Memory corruption while loading a VM from a signed VM image that is not coherent in the processor cache.,,2024-05-06T15:15:19.680,2024-05-06T16:00:59.253,CWE-367,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition,2024-05-01,,
109,CVE-2023-43529,2024,5,5/5/24,,A-309460466,,,High,,Closed-source component,,"Transient DOS while processing IKEv2 Informational request messages, when a malformed fragment packet is received.",,2024-05-06T15:15:20.990,2024-05-06T16:00:59.253,CWE-617,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion,2024-05-01,,
110,CVE-2023-43530,2024,5,5/5/24,,A-309461471,,,High,,Closed-source component,,Memory corruption in HLOS while checking for the storage type.,,2024-05-06T15:15:21.197,2024-05-06T16:00:59.253,CWE-190,cvssMetricV31,LOCAL,LOW,NONE,NONE,LOW,LOW,LOW,5.9,MEDIUM,Integer Overflow or Wraparound,2024-05-01,,
111,CVE-2023-43531,2024,5,5/5/24,,A-309461198,,,High,,Closed-source component,,Memory corruption while verifying the serialized header when the key pairs are generated.,,2024-05-06T15:15:21.387,2024-05-06T16:00:59.253,CWE-824,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Access of Uninitialized Pointer,2024-05-01,,
112,CVE-2024-21477,2024,5,5/5/24,,A-323918871,,,High,,Closed-source component,,Transient DOS while parsing a protected 802.11az Fine Time Measurement (FTM) frame.,802.11,2024-05-06T15:15:22.353,2024-05-06T16:00:59.253,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read,2024-05-01,,
113,CVE-2024-21480,2024,5,5/5/24,,A-323918475,,,High,,Closed-source component,,Memory corruption while playing audio file having large-sized input buffer.,,2024-05-06T15:15:22.543,2024-05-06T16:00:59.253,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW,7.3,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2024-05-01,,
259,CVE-2017-16534,2018,4,4/5/18,,"A-69052594,",https://github.com/torvalds/linux/commit/2e1c42391ff2556387b3cb6308b24f6f65619feb,ID,High,,USB,,The cdc_parse_cdc_header function in drivers/usb/core/message.c in the Linux kernel before 4.13.6 allows local users to cause a denial of service (out-of-bounds read and system crash) or possibly have unspecified other impact via a crafted USB device.,4.13.6,2017-11-04T01:29:37.117,2024-02-16T18:54:37.580,CWE-119,cvssMetricV31,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,6.8,MEDIUM,Improper Restriction of Operations within the Bounds of a Memory Buffer,2018-04-01,,
958,CVE-2018-13916,2019,10,10/5/19,,A-122473303,,,Critical,,Closed-source component,,"Out-of-bounds memory access in Qurt kernel function when using the identifier to access Qurt kernel buffer to retrieve thread data. in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer Electronics Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon IoT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables, Snapdragon Wired Infrastructure and Networking in APQ8009, APQ8017, APQ8053, APQ8096, APQ8096AU, APQ8098, IPQ8074, MDM9150, MDM9206, MDM9607, MDM9635M, MDM9640, MDM9650, MDM9655, MSM8905, MSM8909, MSM8909W, MSM8917, MSM8920, MSM8937, MSM8940, MSM8953, MSM8976, MSM8996, MSM8996AU, MSM8998, Nicobar, QCA8081, QCM2150, QCN7605, QCS404, QCS405, QCS605, QM215, SC8180X, SDA660, SDA845, SDM429, SDM439, SDM450, SDM630, SDM632, SDM636, SDM660, SDM670, SDM710, SDM845, SDM850, SDX20, SDX55, SM8150, SM8250, Snapdragon_High_Med_2016, SXR1130, SXR2130",,2019-11-21T15:15:12.370,2019-11-26T16:21:10.900,CWE-120,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2019-10-01,,
981,CVE-2019-15140,2019,12,12/1/19,,A-140328986,https://android.googlesource.com/platform/external/ImageMagick/+/c5b97a8387b2ef22dae170732b1e2a218aa5ce25,RCE,High,"8.0, 8.1, 9, 10",,,coders/mat.c in ImageMagick 7.0.8-43 Q16 allows remote attackers to cause a denial of service (use-after-free and application crash) or possibly have unspecified other impact by crafting a Matlab image file that is mishandled in ReadImage in MagickCore/constitute.c.,7.0.8,2019-08-18T19:15:09.700,2020-07-03T12:15:14.140,CWE-416,cvssMetricV30,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Use After Free,2019-12-01,8.0,10
2319,CVE-2021-44828,2023,10,10/5/23,,A-296461583,,,High,,Mali,,"Arm Mali GPU Kernel Driver (Midgard r26p0 through r30p0, Bifrost r0p0 through r34p0, and Valhall r19p0 through r34p0) allows a non-privileged user to achieve write access to read-only memory, and possibly obtain root privileges, corrupt memory, and modify the memory of other processes.",,2022-01-14T20:15:14.053,2023-12-13T13:51:52.563,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2023-10-01,,
2320,CVE-2022-28348,2023,10,10/5/23,,A-296463357,,,High,,Mali,,"Arm Mali GPU Kernel Driver (Midgard r4p0 through r31p0, Bifrost r0p0 through r36p0 before r37p0, and Valhall r19p0 through r36p0 before r37p0) allows improper GPU memory operations to reach a use-after-free situation.",,2022-05-19T01:15:06.803,2023-12-13T13:51:52.563,CWE-416,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Use After Free,2023-10-01,,
2321,CVE-2023-4211,2023,10,10/5/23,,A-294605494,,,High,,Mali,,"A local non-privileged user can make improper GPU memory processing operations  to gain access to already freed memory.

",,2023-10-01T18:15:09.927,2023-10-04T20:51:36.240,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use After Free,2023-10-01,,
2321,CVE-2023-4211,2023,10,10/5/23,,A-294605494,,,High,,Mali,,"A local non-privileged user can make improper GPU memory processing operations  to gain access to already freed memory.

",,2023-10-01T18:15:09.927,2023-10-04T20:51:36.240,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,Use After Free,2023-10-01,,
2322,CVE-2023-33200,2023,10,10/5/23,,A-287627703,,,High,,Mali,,"A local non-privileged user can make improper GPU processing operations to exploit a software race condition. If the system’s memory is carefully prepared by the user, then this in turn could give them access to already freed memory.

",,2023-10-03T17:15:09.727,2023-10-05T17:01:00.040,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,NONE,NONE,HIGH,4.7,MEDIUM,Use After Free,2023-10-01,,
2322,CVE-2023-33200,2023,10,10/5/23,,A-287627703,,,High,,Mali,,"A local non-privileged user can make improper GPU processing operations to exploit a software race condition. If the system’s memory is carefully prepared by the user, then this in turn could give them access to already freed memory.

",,2023-10-03T17:15:09.727,2023-10-05T17:01:00.040,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,NONE,NONE,HIGH,4.7,MEDIUM,Use After Free,2023-10-01,,
2323,CVE-2023-34970,2023,10,10/5/23,,A-287624919,,,High,,Mali,,"A local non-privileged user can make improper GPU processing operations to access a limited amount outside of buffer bounds or to exploit a software race condition. If the system’s memory is carefully prepared by the user, then this in turn could give them access to already freed memory

",,2023-10-03T17:15:09.790,2023-10-05T16:59:07.947,CWE-787,cvssMetricV31,LOCAL,HIGH,LOW,NONE,NONE,NONE,HIGH,4.7,MEDIUM,Out-of-bounds Write,2023-10-01,,
2323,CVE-2023-34970,2023,10,10/5/23,,A-287624919,,,High,,Mali,,"A local non-privileged user can make improper GPU processing operations to access a limited amount outside of buffer bounds or to exploit a software race condition. If the system’s memory is carefully prepared by the user, then this in turn could give them access to already freed memory

",,2023-10-03T17:15:09.790,2023-10-05T16:59:07.947,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,NONE,NONE,HIGH,4.7,MEDIUM,Use After Free,2023-10-01,,
2324,CVE-2023-20819,2023,10,10/5/23,,"A-294779648,M-MOLY01068234",,,High,,CDMA PPP protocol,,"In CDMA PPP protocol, there is a possible out of bounds write due to a missing bounds check. This could lead to remote escalation of privilege with no additional execution privilege needed. User interaction is not needed for exploitation. Patch ID: MOLY01068234; Issue ID: ALPS08010003.",,2023-10-02T03:15:09.710,2023-10-03T00:56:36.560,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2023-10-01,,
2325,CVE-2023-32819,2023,10,10/5/23,,"A-294779649,M-ALPS07993705",,,High,,display,,"In display, there is a possible information disclosure due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07993705; Issue ID: ALPS08014138.",,2023-10-02T03:15:09.777,2023-10-03T00:59:45.713,NVD-CWE-noinfo,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,NONE,NONE,4.4,MEDIUM,,2023-10-01,,
2326,CVE-2023-32820,2023,10,10/5/23,,"A-294781433,M-ALPS07932637",,,High,,wlan firmware,,"In wlan firmware, there is a possible firmware assertion due to improper input handling. This could lead to remote denial of service with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07932637; Issue ID: ALPS07932637.",,2023-10-02T03:15:09.823,2023-10-03T01:07:27.053,CWE-617,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion,2023-10-01,,
2327,CVE-2023-40638,2023,10,10/5/23,,"A-296491611,U-2212107",,,High,,Android,,"In Telecom service, there is a possible missing permission check. This could lead to local denial of service with System execution privileges needed",,2023-10-08T04:15:56.833,2023-10-11T17:31:48.877,CWE-862,cvssMetricV31,LOCAL,LOW,HIGH,NONE,NONE,NONE,HIGH,4.4,MEDIUM,Missing Authorization,2023-10-01,,
2328,CVE-2023-33029,2023,10,10/5/23,,"A-290061916,,QC-CR#3446314","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/d4b9e0d3bfcb5213e23f5642cb8dcc1433542303"" rel=""noreferrer",,High,,Kernel,,Memory corruption in DSP Service during a remote call from HLOS to DSP.,,2023-10-03T06:15:27.360,2024-04-12T17:17:17.357,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2023-10-01,,
2328,CVE-2023-33029,2023,10,10/5/23,,"A-290061916,,QC-CR#3446314","https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/d4b9e0d3bfcb5213e23f5642cb8dcc1433542303"" rel=""noreferrer",,High,,Kernel,,Memory corruption in DSP Service during a remote call from HLOS to DSP.,,2023-10-03T06:15:27.360,2024-04-12T17:17:17.357,CWE-416,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use After Free,2023-10-01,,
2329,CVE-2023-33034,2023,10,10/5/23,,"A-290060972,,QC-CR#3438425","https://git.codelinaro.org/clo/la/platform/vendor/opensource/audio-kernel/-/commit/dcfb376d706d85a27a9cdbda43b4701747dafd6f"" rel=""noreferrer",,High,,Audio,,Memory corruption while parsing the ADSP response command.,,2023-10-03T06:15:27.607,2024-04-12T17:17:17.983,CWE-787,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Out-of-bounds Write,2023-10-01,,
