ID,CVE,year,month,spl_type,date,bug,link,Type,Severity,vul_true,component,devices,NVD_descriptions,android_versions,NVD_published,NVD_last_modified,cwe,NVD_version,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,base_score,base_severity,cwe_info,Date
2023,CVE-2014-9791,2016,07,7/5/16,29-Aug-14,"A-28803396,,QC-CR659364",https://us.codeaurora.org/cgit/quic/la/kernel/msm/commit/?h=LA.BF.1.1.3_rb1.12&amp;id=9aabfc9e7775abbbcf534cdecccc4f12ee423b27,,High,,,Nexus 7 (2013),Rejected reason: DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: CVE-2014-0196.  Reason: This candidate is a reservation duplicate of CVE-2014-0196.  Notes: All CVE users should reference CVE-2014-0196 instead of this candidate.  All references and descriptions in this candidate have been removed to prevent accidental usage,,2016-07-11T01:59:15.240,2023-11-07T02:23:11.277,,,,,,,,,,,,,2016-07-01
2497,CVE-2023-40106,2023,11,11/1/23,,A-278558814,"https://android.googlesource.com/platform/frameworks/base/+/442b4390c1f04b0e74ae4a7e349418dad4e7522e"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In sanitizeSbn of NotificationManagerService.java, there is a possible way to launch an activity from the background due to BAL Bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.137,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2498,CVE-2023-40107,2023,11,11/1/23,,A-287298721,"https://android.googlesource.com/platform/frameworks/av/+/acb81624b4f50fed52cb1b3829809ee2f7377093"" rel=""noreferrer",EoP,High,"12, 12L, 13, 14",,,"In ARTPWriter of ARTPWriter.cpp, there is a possible use after free due to uninitialized data. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.197,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2499,CVE-2023-40109,2023,11,11/1/23,,A-291299076,"https://android.googlesource.com/platform/frameworks/base/+/387d258cf10a30537fc48dc0e48d28071efa92e7"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In createFromParcel of UsbConfiguration.java, there is a possible background activity launch (BAL) due to a permissions bypass. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-15T23:15:08.260,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2500,CVE-2023-40110,2023,11,11/1/23,,A-243463593,"https://android.googlesource.com/platform/frameworks/av/+/53243faf690a49e00952b3d3956d2fff0b8d4a3c"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In multiple functions of MtpPacket.cpp, there is a possible out of bounds write due to a heap buffer overflow. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-15T23:15:08.420,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2501,CVE-2023-40111,2023,11,11/1/23,,A-272024837,"https://android.googlesource.com/platform/frameworks/base/+/55d3d57cbffc838c52d610af14a056dea87b422e"" rel=""noreferrer",EoP,High,14,,,"In setMediaButtonReceiver of MediaSessionRecord.java, there is a possible way to send a pending intent on behalf of system_server due to a confused deputy. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-15T23:15:08.487,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2502,CVE-2023-40114,2023,11,11/1/23,,A-243381410,"https://android.googlesource.com/platform/frameworks/av/+/2fdf54b050f728fd965c9afdd03116e9b9dafbae"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In multiple functions of MtpFfsHandle.cpp , there is a possible out of bounds write due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation.",,2024-02-15T23:15:08.647,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2503,CVE-2023-40105,2023,11,11/1/23,,A-289549315,"https://android.googlesource.com/platform/frameworks/base/+/935eb5ed6be35860a99ea242fb753f687d54a308"" rel=""noreferrer",ID,High,"11, 12, 12L, 13, 14",,,"In backupAgentCreated of ActivityManagerService.java, there is a possible way to leak sensitive data due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.083,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2504,CVE-2023-40124,2023,11,11/1/23,,A-272025416,"https://android.googlesource.com/platform/frameworks/base/+/86c8421c1181816b6cb333eb62a78e32290c4b17"" rel=""noreferrer",ID,High,"11, 12, 12L, 13",,,"In multiple locations, there is a possible cross-user read due to a confused deputy. This could lead to local information disclosure of photos or other images with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.743,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2505,CVE-2023-40113,2023,11,11/1/23,,A-289242655,"https://android.googlesource.com/platform/packages/providers/TelephonyProvider/+/64ca6ba981745875dbf2064e0b2a47f8194c4f0a"" rel=""noreferrer",ID,Critical,"11, 12, 12L, 13",,,"In multiple locations, there is a possible way for apps to access cross-user message data due to a missing permission check. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.597,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2506,CVE-2023-40100,2023,11,11/1/23,,A-278303745,"https://android.googlesource.com/platform/packages/modules/DnsResolver/+/8e1561fb603fdaec15798372f865fb1750537f4f"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In discovery_thread of Dns64Configuration.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:07.743,2024-02-16T13:38:00.047,,,,,,,,,,,,,2023-11-01
2507,CVE-2023-40115,2023,11,11/1/23,,A-285645039,"https://android.googlesource.com/platform/packages/modules/StatsD/+/e4cd2d8f75d1b7b83a759d752f38099a9aa9997e"" rel=""noreferrer",EoP,High,"11, 12, 12L, 13, 14",,,"In readLogs of StatsService.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.693,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2508,CVE-2023-40104,2023,11,11/1/23,,A-284262845,"https://android.googlesource.com/platform/system/ca-certificates/+/91204b9fdbd77b3f27f94b73868607b2dccbfdad"" rel=""noreferrer",ID,High,"11, 12, 12L, 13",,,"In ca-certificates, there is a possible way to read encrypted TLS data due to untrusted cryptographic certificates. This could lead to remote information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.017,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2509,CVE-2023-40112,2023,11,11/1/23,,A-168903843,"https://android.googlesource.com/platform/packages/services/BuiltInPrintService/+/d7cb53cb5b47f4afdb84cb0e161d84fdc2c32ce7"" rel=""noreferrer",ID,High,11,,,"In ippSetValueTag of ipp.c, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure of past print jobs or other print-related information, with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.543,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
2512,CVE-2023-40100,2023,11,11/1/23,,,,,,,DNS Resolver,,"In discovery_thread of Dns64Configuration.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:07.743,2024-02-16T13:38:00.047,,,,,,,,,,,,,2023-11-01
2513,CVE-2023-40115,2023,11,11/1/23,,,,,,,Statsd,,"In readLogs of StatsService.cpp, there is a possible memory corruption due to a use after free. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation.",,2024-02-15T23:15:08.693,2024-02-16T13:37:55.033,,,,,,,,,,,,,2023-11-01
3519,CVE-2016-10240,2017,05,5/5/17,Qualcomm internal,"A-32578446**,QC-CR#955710",,,Critical,,,Nexus 6P,CVE ID Not Found,,,,,,,,,,,,,,,,2017-05-01
4400,CVE-2021-1978,2021,08,8/5/21,,"A-187074565,,QC-CR#2859124","https://source.codeaurora.org/quic/la/platform/external/wpa_supplicant_8/commit?id=ddffe981e88146adf777ce64c1c2dac2e1dad05e"" rel=""noreferrer",,High,,WLAN,,CVE ID Not Found,,,,,,,,,,,,,,,,2021-08-01
20,CVE-2024-20006,2024,02,2/5/24,,"A-314707751,M-ALPS08477148",,,High,,DA,,"In da, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08477148; Issue ID: ALPS08477148.",,2024-02-05T06:15:47.233,2024-02-09T02:04:52.490,CWE-787,cvssMetricV31,LOCAL,LOW,HIGH,NONE,HIGH,HIGH,HIGH,6.7,MEDIUM,Out-of-bounds Write,2024-02-01
22,CVE-2024-20009,2024,02,2/5/24,,"A-314698313,M-ALPS08441150",,,High,,alac decoder,,"In alac decoder, there is a possible out of bounds write due to an incorrect error handling. This could lead to remote escalation of privilege with no additional execution privileges needed. User interaction is needed for exploitation. Patch ID: ALPS08441150; Issue ID: ALPS08441150.",,2024-02-05T06:15:47.330,2024-02-09T02:05:28.177,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,8.8,HIGH,Out-of-bounds Write,2024-02-01
41,CVE-2023-43518,2024,02,2/5/24,,A-309460837,,,High,,Closed-source component,,Memory corruption in video while parsing invalid mp2 clip.,,2024-02-06T06:16:01.630,2024-04-12T16:15:32.877,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2024-02-01
41,CVE-2023-43518,2024,02,2/5/24,,A-309460837,,,High,,Closed-source component,,Memory corruption in video while parsing invalid mp2 clip.,,2024-02-06T06:16:01.630,2024-04-12T16:15:32.877,CWE-822,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Untrusted Pointer Dereference,2024-02-01
42,CVE-2023-43519,2024,02,2/5/24,,A-309461083,,,High,,Closed-source component,,"Memory corruption in video while parsing the Videoinfo, when the size of atom is greater than the videoinfo size.",,2024-02-06T06:16:01.813,2024-04-12T16:15:33.150,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2024-02-01
42,CVE-2023-43519,2024,02,2/5/24,,A-309461083,,,High,,Closed-source component,,"Memory corruption in video while parsing the Videoinfo, when the size of atom is greater than the videoinfo size.",,2024-02-06T06:16:01.813,2024-04-12T16:15:33.150,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2024-02-01
57,CVE-2023-40081,2024,03,3/1/24,,A-284297452,"https://android.googlesource.com/platform/frameworks/base/+/6fab80f141163de4d0008f7cd081cfc4917c3c68"" rel=""noreferrer",ID,High,"12, 12L, 13, 14",,,"In loadMediaDataInBgForResumption of MediaDataManager.kt, there is a possible way to view another user's images  due to a confused deputy. This could lead to local information disclosure with no additional execution privileges needed. User interaction is not needed for exploitation.",,2023-12-04T23:15:23.973,2024-03-11T17:15:45.170,NVD-CWE-Other,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,NONE,NONE,5.5,MEDIUM,,2024-03-01
60,CVE-2023-48424,2024,03,3/5/24,,A-315373062,,,High,,Bootloader,,U-Boot shell vulnerability resulting in Privilege escalation in a production device,,2023-12-11T06:15:42.767,2023-12-13T21:16:23.030,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2024-03-01
61,CVE-2023-48425,2024,03,3/5/24,,A-319132171,,,High,,Bootloader,,U-Boot vulnerability resulting in persistent Code Execution ,,2023-12-11T06:15:42.813,2023-12-13T21:16:31.457,NVD-CWE-noinfo,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,,2024-03-01
73,CVE-2023-43546,2024,03,3/5/24,,"A-314790498,,QC-CR#3602482","https://git.codelinaro.org/clo/la/kernel/msm-5.15/-/commit/9b2dc03af9003b96d23fc1a8f458c4873fc0c5a3"" rel=""noreferrer",,High,,Security,,Memory corruption while invoking HGSL IOCTL context create.,,2024-03-04T11:15:12.727,2024-04-12T15:15:21.713,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Use After Free,2024-03-01
74,CVE-2023-43547,2024,03,3/5/24,,"A-314791076,,QC-CR#3602462","https://git.codelinaro.org/clo/la/kernel/msm-5.15/-/commit/8b0c9674da2669e5e04e2a021b862ed3c92a8b06"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.4/-/commit/6b2e2a5ee09c1ac74c9b61726570941ee7e18dec"" rel=""noreferrer",,High,,Security,,Memory corruption while invoking IOCTLs calls in Automotive Multimedia.,,2024-03-04T11:15:12.983,2024-04-12T15:15:21.810,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Use After Free,2024-03-01
81,CVE-2023-33105,2024,03,3/5/24,,A-314790953,,,High,,Closed-source component,,Transient DOS in WLAN Host and Firmware when large number of open authentication frames are sent with an invalid transaction sequence number.,,2024-03-04T11:15:11.443,2024-04-12T15:15:21.327,CWE-16,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Configuration,2024-03-01
96,CVE-2023-4622,2024,05,5/5/24,,"A-299123598,","https://android.googlesource.com/kernel/common/+/e6ed59127c865"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/790c2f9d15b59"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/84d3e59750bbd"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/d39fc9b94dc07"" rel=""noreferrer",EoP,High,,Unix,,"A use-after-free vulnerability in the Linux kernel's af_unix component can be exploited to achieve local privilege escalation.

The unix_stream_sendpage() function tries to add data to the last skb in the peer's recv queue without locking the queue. Thus there is a race where unix_stream_sendpage() could access an skb locklessly that is being released by garbage collection, resulting in use-after-free.

We recommend upgrading past commit 790c2f9d15b594350ae9bca7b236f2b1859de02c.

",,2023-09-06T14:15:12.193,2024-01-11T19:15:12.097,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2024-05-01
96,CVE-2023-4622,2024,05,5/5/24,,"A-299123598,","https://android.googlesource.com/kernel/common/+/e6ed59127c865"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/790c2f9d15b59"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/84d3e59750bbd"" rel=""noreferrer,https://android.googlesource.com/kernel/common/+/d39fc9b94dc07"" rel=""noreferrer",EoP,High,,Unix,,"A use-after-free vulnerability in the Linux kernel's af_unix component can be exploited to achieve local privilege escalation.

The unix_stream_sendpage() function tries to add data to the last skb in the peer's recv queue without locking the queue. Thus there is a race where unix_stream_sendpage() could access an skb locklessly that is being released by garbage collection, resulting in use-after-free.

We recommend upgrading past commit 790c2f9d15b594350ae9bca7b236f2b1859de02c.

",,2023-09-06T14:15:12.193,2024-01-11T19:15:12.097,CWE-416,cvssMetricV31,LOCAL,HIGH,LOW,NONE,HIGH,HIGH,HIGH,7.0,HIGH,Use After Free,2024-05-01
97,CVE-2023-6363,2024,05,5/5/24,,A-303632069,,,High,,Mali,,"Use After Free vulnerability in Arm Ltd Valhall GPU Kernel Driver, Arm Ltd Arm 5th Gen GPU Architecture Kernel Driver allows a local non-privileged user to make improper GPU memory processing operations. If the system’s memory is carefully prepared by the user, then this in turn could give them access to already freed memory.
This issue affects Valhall GPU Kernel Driver: from r41p0 through r47p0; Arm 5th Gen GPU Architecture Kernel Driver: from r41p0 through r47p0.

",,2024-05-03T14:15:10.730,2024-05-03T14:17:53.690,CWE-416,,,,,,,,,,,Use After Free,2024-05-01
98,CVE-2024-1067,2024,05,5/5/24,,A-329506905,,,High,,Mali,,"Use After Free vulnerability in Arm Ltd Bifrost GPU Kernel Driver, Arm Ltd Valhall GPU Kernel Driver, Arm Ltd Arm 5th Gen GPU Architecture Kernel Driver allows a local non-privileged user to make improper GPU memory processing operations. On Armv8.0 cores, there are certain combinations of the Linux Kernel and Mali GPU kernel driver configurations that would allow the GPU operations to affect the userspace memory of other processes.
This issue affects Bifrost GPU Kernel Driver: from r41p0 through r47p0; Valhall GPU Kernel Driver: from r41p0 through r47p0; Arm 5th Gen GPU Architecture Kernel Driver: from r41p0 through r47p0.

",8.0,2024-05-03T14:15:10.813,2024-05-03T14:17:53.690,CWE-416,,,,,,,,,,,Use After Free,2024-05-01
99,CVE-2024-1395,2024,05,5/5/24,,A-329506991,,,High,,Mali,,"Use After Free vulnerability in Arm Ltd Arm 5th Gen GPU Architecture Kernel Driver allows a local non-privileged user to make improper GPU memory processing operations. If the system’s memory is carefully prepared by the user, then this in turn could give them access to already freed memory.
This issue affects Arm 5th Gen GPU Architecture Kernel Driver: from r41p0 through r47p0.

",,2024-05-03T14:15:10.883,2024-05-03T14:17:53.690,CWE-416,,,,,,,,,,,Use After Free,2024-05-01
100,CVE-2023-32871,2024,05,5/5/24,,"A-309364193,M-ALPS08355514",,,High,,DA,,"In DA, there is a possible permission bypass due to an incorrect status check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08355514; Issue ID: ALPS08355514.",,2024-05-06T03:15:09.273,2024-05-06T12:44:56.377,CWE-391,,,,,,,,,,,Unchecked Error Condition,2024-05-01
101,CVE-2023-32873,2024,05,5/5/24,,"A-327972597,M-ALPS08583919",,,High,,keyInstall,,"In keyInstall, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08583919; Issue ID: ALPS08304227.",,2024-05-06T03:15:09.387,2024-05-06T12:44:56.377,CWE-787,,,,,,,,,,,Out-of-bounds Write,2024-05-01
102,CVE-2024-20056,2024,05,5/5/24,,"A-327973818,M-ALPS08528185",,,High,,preloader,,"In preloader, there is a possible escalation of privilege due to an insecure default value. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08528185; Issue ID: ALPS08528185.",,2024-05-06T03:15:09.563,2024-05-06T12:44:56.377,CWE-20,,,,,,,,,,,Improper Input Validation,2024-05-01
103,CVE-2024-20057,2024,05,5/5/24,,"A-327973819,M-ALPS08587881",,,High,,keyInstall,,"In keyInstall, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS08587881; Issue ID: ALPS08587881.",,2024-05-06T03:15:09.640,2024-05-06T12:44:56.377,CWE-787,,,,,,,,,,,Out-of-bounds Write,2024-05-01
104,CVE-2024-21471,2024,05,5/5/24,,"A-318393843,,QC-CR#3621168","https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/809ee24fe5607ecc72e9cde737410ad94264ff91"" rel=""noreferrer",,High,,Display,,Memory corruption when IOMMU unmap of a GPU buffer fails in Linux.,,2024-05-06T15:15:21.580,2024-05-06T16:00:59.253,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Use After Free,2024-05-01
105,CVE-2024-21475,2024,05,5/5/24,,"A-323919078,,QC-CR#3530093","https://git.codelinaro.org/clo/la/kernel/msm-4.14/-/commit/bdb176c8afd933f26a135aba4d4a0384fb13d156"" rel=""noreferrer",,High,,Video,,Memory corruption when the payload received from firmware is not as per the expected protocol size.,,2024-05-06T15:15:21.953,2024-05-06T16:00:59.253,CWE-823,cvssMetricV31,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,7.8,HIGH,Use of Out-of-range Pointer Offset,2024-05-01
106,CVE-2024-23351,2024,05,5/5/24,,"A-323918714,,QC-CR#3650447","https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/d7c818d1695cac10489ef1fe28e0d38c602656d9"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.10/-/commit/eb7e4fadc904c8134e7d4fc17cae1d2be3ac6368"" rel=""noreferrer",,High,,Display,,Memory corruption as GPU registers beyond the last protected range can be accessed through LPAC submissions.,,2024-05-06T15:15:22.740,2024-05-06T16:00:59.253,CWE-284,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Improper Access Control,2024-05-01
107,CVE-2024-23354,2024,05,5/5/24,,"A-323919320,,QC-CR#3636888","https://git.codelinaro.org/clo/la/platform/vendor/qcom/opensource/graphics-kernel/-/commit/88eb3006d32f72c53039fd37ea45926dee08882b"" rel=""noreferrer,https://git.codelinaro.org/clo/la/kernel/msm-5.10/-/commit/82893dced668bdb3a982dbc8d39699d2c6797057"" rel=""noreferrer",,High,,Display,,Memory corruption when the IOCTL call is interrupted by a signal.,,2024-05-06T15:15:22.943,2024-05-06T16:00:59.253,CWE-416,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Use After Free,2024-05-01
108,CVE-2023-33119,2024,05,5/5/24,,A-309461253,,,High,,Closed-source component,,Memory corruption while loading a VM from a signed VM image that is not coherent in the processor cache.,,2024-05-06T15:15:19.680,2024-05-06T16:00:59.253,CWE-367,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Time-of-check Time-of-use (TOCTOU) Race Condition,2024-05-01
109,CVE-2023-43529,2024,05,5/5/24,,A-309460466,,,High,,Closed-source component,,"Transient DOS while processing IKEv2 Informational request messages, when a malformed fragment packet is received.",,2024-05-06T15:15:20.990,2024-05-06T16:00:59.253,CWE-617,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Reachable Assertion,2024-05-01
110,CVE-2023-43530,2024,05,5/5/24,,A-309461471,,,High,,Closed-source component,,Memory corruption in HLOS while checking for the storage type.,,2024-05-06T15:15:21.197,2024-05-06T16:00:59.253,CWE-190,cvssMetricV31,LOCAL,LOW,NONE,NONE,LOW,LOW,LOW,5.9,MEDIUM,Integer Overflow or Wraparound,2024-05-01
111,CVE-2023-43531,2024,05,5/5/24,,A-309461198,,,High,,Closed-source component,,Memory corruption while verifying the serialized header when the key pairs are generated.,,2024-05-06T15:15:21.387,2024-05-06T16:00:59.253,CWE-824,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Access of Uninitialized Pointer,2024-05-01
112,CVE-2024-21477,2024,05,5/5/24,,A-323918871,,,High,,Closed-source component,,Transient DOS while parsing a protected 802.11az Fine Time Measurement (FTM) frame.,802.11,2024-05-06T15:15:22.353,2024-05-06T16:00:59.253,CWE-126,cvssMetricV31,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,7.5,HIGH,Buffer Over-read,2024-05-01
113,CVE-2024-21480,2024,05,5/5/24,,A-323918475,,,High,,Closed-source component,,Memory corruption while playing audio file having large-sized input buffer.,,2024-05-06T15:15:22.543,2024-05-06T16:00:59.253,CWE-120,cvssMetricV31,NETWORK,LOW,NONE,NONE,LOW,LOW,LOW,7.3,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2024-05-01
128,CVE-2023-32874,2024,01,1/5/24,,"A-309364195,M-MOLY01161803",,,High,,Modem IMS Stack,,"In Modem IMS Stack, there is a possible out of bounds write due to a missing bounds check. This could lead to remote code execution with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: MOLY01161803; Issue ID: MOLY01161803 (MSV-893).",,2024-01-02T03:15:07.833,2024-01-05T12:11:38.880,CWE-787,cvssMetricV31,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,9.8,CRITICAL,Out-of-bounds Write,2024-01-01
188,CVE-2023-28547,2024,04,4/5/24,,A-303101227,,,High,,Closed-source component,,Memory corruption in SPS Application while requesting for public key in sorter TA.,,2024-04-01T15:15:46.473,2024-04-12T09:15:08.583,CWE-120,cvssMetricV31,LOCAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,8.4,HIGH,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),2024-04-01
